Protein_ID,experiment,Localizations,Signals,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome/Vacuole,Golgi apparatus,Peroxisome
design_75,LLPhyScore features,,,0.15866344,0.15560512,0.2393614,0.05455798,0.035632323,0.16239576,0.10745721,0.032511655,0.025298415,0.028516717
design_76,LLPhyScore features,,,0.18700707,0.14771748,0.24383704,0.119551465,0.025952129,0.10523471,0.092710756,0.044721358,0.02559417,0.0076738554
design_77,LLPhyScore features,,,0.13692059,0.09840652,0.22199187,0.040920272,0.103408195,0.19306956,0.08882492,0.049173806,0.015489228,0.051795024
design_78,LLPhyScore features,,,0.16511643,0.1129394,0.25036722,0.07273148,0.083447866,0.06822108,0.124846876,0.07569262,0.028668953,0.01796801
design_79,LLPhyScore features,,,0.12948057,0.21477169,0.23017548,0.06528995,0.048859507,0.04894906,0.12812929,0.0051081167,0.12298658,0.006249706
design_8,LLPhyScore features,,,0.19697988,0.18932687,0.26836333,0.058230408,0.0679312,0.08839001,0.07067934,0.03790851,0.0171599,0.0050305594
design_80,LLPhyScore features,,,0.18577066,0.15226588,0.2572989,0.12438956,0.01148259,0.06077302,0.15355954,0.014803637,0.038420636,0.0012355575
design_81,LLPhyScore features,,,0.1108104,0.07370569,0.23012812,0.08056312,0.082964115,0.14231226,0.12890117,0.039019514,0.04091745,0.07067807
design_82,LLPhyScore features,,,0.15731107,0.19166084,0.20095612,0.12108264,0.07440906,0.11057749,0.05513805,0.039178584,0.038558535,0.0111276265
design_83,LLPhyScore features,,,0.19830298,0.18430714,0.22562158,0.050885145,0.029383492,0.12905306,0.09163087,0.050358772,0.028439961,0.012017013
design_84,LLPhyScore features,,,0.12989666,0.187058,0.22601369,0.12989591,0.0603447,0.09088086,0.07075132,0.04853568,0.046850838,0.009772318
design_85,LLPhyScore features,,,0.3221844,0.301873,0.056753263,0.09263098,0.074879326,0.013450022,0.039419148,0.032416396,0.05391402,0.012479426
design_86,LLPhyScore features,,,0.3143784,0.32932967,0.0320516,0.06992169,0.052978277,0.0061409697,0.035391644,0.0074006706,0.09819648,0.05421058
design_87,LLPhyScore features,,,0.18285939,0.16874819,0.24378595,0.12194803,0.007300118,0.13899653,0.07359524,0.0511806,0.009491008,0.0020949186
design_88,LLPhyScore features,,,0.14791887,0.12059788,0.20360899,0.073685266,0.04193506,0.1615765,0.07790243,0.08086636,0.04339666,0.04851194
design_89,LLPhyScore features,,,0.34685147,0.36188778,0.016533928,0.15557031,0.013145582,0.006627175,0.030217765,0.0061815116,0.058784854,0.0041996283
design_9,LLPhyScore features,,,0.18214025,0.14135091,0.25682202,0.058823504,0.06915835,0.08894447,0.116097145,0.06014731,0.01703662,0.009479402
design_90,LLPhyScore features,,,0.11641751,0.12402956,0.23355405,0.15726171,0.024555985,0.04505175,0.1791046,0.01843203,0.09419574,0.007396996
design_91,LLPhyScore features,,,0.26402006,0.25637367,0.020224689,0.14803149,0.041393038,0.018128172,0.075526334,0.021199144,0.10570919,0.049394242
design_92,LLPhyScore features,,,0.1757495,0.15847108,0.21024522,0.080611736,0.015196958,0.18905753,0.10276901,0.03465366,0.030977502,0.0022677723
design_93,LLPhyScore features,,,0.17079838,0.11888254,0.25222123,0.07046628,0.032928567,0.09790763,0.16762836,0.038979076,0.041368704,0.008819252
design_94,LLPhyScore features,,,0.15897599,0.17094071,0.25528,0.09974983,0.025263317,0.10761427,0.12114113,0.015088095,0.04146363,0.0044830567
design_95,LLPhyScore features,,,0.163341,0.12140289,0.15425019,0.03293678,0.22627331,0.09570884,0.0884948,0.009850077,0.052019566,0.055722445
design_96,LLPhyScore features,,,0.18838833,0.17375386,0.11967483,0.0737489,0.19705002,0.086427286,0.052099027,0.042404752,0.043809887,0.0226431
design_97,LLPhyScore features,,,0.17344362,0.15567854,0.24027117,0.0563138,0.047918428,0.16524439,0.083849594,0.053800825,0.016751265,0.0067283707
design_98,LLPhyScore features,,,0.29905462,0.26889825,0.06433439,0.10993621,0.10744059,0.014037116,0.044223625,0.022455983,0.058952656,0.010666556
design_99,LLPhyScore features,,,0.31207758,0.3348038,0.008098009,0.13834554,0.058345668,0.0034416874,0.039670218,0.014981459,0.08348906,0.0067469683
,,,,,,,,,,,,,
,,,,,,,,,,,,,
