Protein_ID,experiment,Localizations,Signals,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome/Vacuole,Golgi apparatus,Peroxisome
Sequence_33,randomly generated,Cytoplasm|Nucleus,Nuclear export signal,0.5181999802589417,0.5666999816894531,0.05939999967813492,0.07980000227689743,0.5065000057220459,0.004600000102072954,0.2976999878883362,0.1152999997138977,0.05779999867081642,0.028999999165534973
Sequence_34,randomly generated,Cytoplasm|Nucleus,,0.5866000056266785,0.7402999997138977,0.13760000467300415,0.03449999913573265,0.10450000315904617,0.006000000052154064,0.05700000002980232,0.15129999816417694,0.05739999935030937,0.023900000378489494
Sequence_35,randomly generated,Mitochondrion,,0.453000009059906,0.2630999982357025,0.4408000111579895,0.13259999454021454,0.47380000352859497,0.061000000685453415,0.3749000132083893,0.16279999911785126,0.17030000686645508,0.025699999183416367
Sequence_36,randomly generated,Cytoplasm|Mitochondrion,,0.5353999733924866,0.2718999981880188,0.492900013923645,0.05350000038743019,0.6251999735832214,0.05950000137090683,0.14990000426769257,0.1289999932050705,0.25049999356269836,0.009600000455975533
Sequence_37,randomly generated,Cytoplasm|Nucleus,Nuclear export signal,0.6751999855041504,0.5217999815940857,0.07760000228881836,0.0551999993622303,0.27320000529289246,0.007600000128149986,0.5259000062942505,0.17430000007152557,0.18240000307559967,0.04050000011920929
Sequence_38,randomly generated,Cytoplasm|Nucleus,Nuclear export signal,0.5677000284194946,0.5023999810218811,0.15219999849796295,0.19699999690055847,0.2370000034570694,0.0031999999191612005,0.29499998688697815,0.2476000040769577,0.16089999675750732,0.014100000262260437
Sequence_39,randomly generated,Cytoplasm|Nucleus,,0.5383999943733215,0.5364000201225281,0.12800000607967377,0.12630000710487366,0.3601999878883362,0.008200000040233135,0.14990000426769257,0.19329999387264252,0.09549999982118607,0.07129999995231628
Sequence_40,randomly generated,Cytoplasm,,0.5321000218391418,0.322299987077713,0.1965000033378601,0.18000000715255737,0.4607999920845032,0.006000000052154064,0.16169999539852142,0.19869999587535858,0.19300000369548798,0.0421999990940094
Sequence_41,randomly generated,Cytoplasm|Nucleus,Nuclear export signal,0.6259999871253967,0.6340000033378601,0.14910000562667847,0.10260000079870224,0.44110000133514404,0.006200000178068876,0.13210000097751617,0.09520000219345093,0.06350000202655792,0.010599999688565731
Sequence_42,randomly generated,Cytoplasm,,0.47269999980926514,0.32760000228881836,0.26980000734329224,0.05779999867081642,0.31130000948905945,0.017999999225139618,0.20069999992847443,0.2782999873161316,0.26589998602867126,0.22509999573230743
Sequence_43,randomly generated,Cytoplasm|Nucleus,,0.5060999989509583,0.739799976348877,0.15680000185966492,0.10930000245571136,0.41370001435279846,0.01489999983459711,0.06369999796152115,0.04340000078082085,0.11069999635219574,0.015200000256299973
Sequence_44,randomly generated,Extracellular,,0.2906000018119812,0.2824999988079071,0.33219999074935913,0.288100004196167,0.32089999318122864,0.0210999995470047,0.05130000039935112,0.09009999781847,0.10599999874830246,0.03880000114440918
Sequence_45,randomly generated,Nucleus|Mitochondrion,,0.34470000863075256,0.5349000096321106,0.24580000340938568,0.23680000007152557,0.679099977016449,0.008100000210106373,0.3021000027656555,0.11420000344514847,0.14560000598430634,0.022700000554323196
Sequence_46,randomly generated,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,0.6689000129699707,0.7379000186920166,0.1817999929189682,0.16660000383853912,0.39649999141693115,0.01080000028014183,0.1696999967098236,0.04800000041723251,0.09700000286102295,0.01720000058412552
Sequence_47,randomly generated,Cytoplasm|Nucleus,Nuclear localization signal,0.6194999814033508,0.541100025177002,0.14309999346733093,0.15279999375343323,0.3073999881744385,0.0052999998442828655,0.18520000576972961,0.018799999728798866,0.030899999663233757,0.002899999963119626
Sequence_48,randomly generated,Cytoplasm|Nucleus,,0.5085999965667725,0.5681999921798706,0.36160001158714294,0.18209999799728394,0.4578999876976013,0.003800000064074993,0.14949999749660492,0.05490000173449516,0.13410000503063202,0.0722000002861023
Sequence_49,randomly generated,Cytoplasm|Nucleus,,0.5473999977111816,0.6420000195503235,0.08020000159740448,0.07029999792575836,0.2858999967575073,0.0071000000461936,0.19539999961853027,0.07349999994039536,0.0982000008225441,0.015399999916553497
Sequence_50,randomly generated,Nucleus,,0.38760000467300415,0.39890000224113464,0.18219999969005585,0.11720000207424164,0.39149999618530273,0.022700000554323196,0.3765000104904175,0.26179999113082886,0.23989999294281006,0.02459999918937683
Sequence_51,randomly generated,Cytoplasm|Nucleus,,0.7153000235557556,0.593500018119812,0.3391999900341034,0.0364999994635582,0.29649999737739563,0.002099999925121665,0.0828000009059906,0.06350000202655792,0.10440000146627426,0.2797999978065491
Sequence_52,randomly generated,Cytoplasm|Nucleus,Nuclear localization signal,0.513700008392334,0.7031000256538391,0.2508000135421753,0.2818000018596649,0.3747999966144562,0.014299999922513962,0.035100001841783524,0.0357000008225441,0.0348999984562397,0.014299999922513962
Sequence_53,randomly generated,Cytoplasm,,0.538100004196167,0.44020000100135803,0.5421000123023987,0.14239999651908875,0.4255000054836273,0.004999999888241291,0.18619999289512634,0.07890000194311142,0.14579999446868896,0.008200000040233135
Sequence_54,randomly generated,Cytoplasm,,0.576200008392334,0.4602999985218048,0.07490000128746033,0.06400000303983688,0.3174000084400177,0.00570000009611249,0.2549000084400177,0.23569999635219574,0.07639999687671661,0.17159999907016754
Sequence_55,randomly generated,Cytoplasm|Nucleus,Nuclear localization signal,0.49000000953674316,0.6399999856948853,0.24240000545978546,0.10100000351667404,0.33649998903274536,0.008999999612569809,0.046300001442432404,0.01119999960064888,0.01600000075995922,0.0013000000035390258
Sequence_56,randomly generated,Nucleus,,0.4587000012397766,0.5212000012397766,0.3571000099182129,0.07050000131130219,0.5058000087738037,0.011099999770522118,0.2061000019311905,0.06369999796152115,0.14149999618530273,0.06539999693632126
Sequence_57,randomly generated,Cytoplasm|Nucleus,Nuclear export signal,0.6567999720573425,0.7752000093460083,0.04749999940395355,0.07540000230073929,0.5051000118255615,0.02280000038444996,0.19480000436306,0.02419999986886978,0.0406000018119812,0.028200000524520874
Sequence_58,randomly generated,Mitochondrion,,0.429500013589859,0.47870001196861267,0.20990000665187836,0.25760000944137573,0.4977000057697296,0.00430000014603138,0.22470000386238098,0.09730000048875809,0.11640000343322754,0.008899999782443047
Sequence_59,randomly generated,Nucleus,,0.42910000681877136,0.6583999991416931,0.17890000343322754,0.055399999022483826,0.2906000018119812,0.002400000113993883,0.11800000071525574,0.052000001072883606,0.07159999758005142,0.05620000138878822
Sequence_60,randomly generated,Cytoplasm|Nucleus,Nuclear export signal,0.6193000078201294,0.6225000023841858,0.08250000327825546,0.11219999939203262,0.4796999990940094,0.005200000014156103,0.2847999930381775,0.25529998540878296,0.22789999842643738,0.23909999430179596
Sequence_61,randomly generated,Cytoplasm,,0.5216000080108643,0.3391999900341034,0.4404999911785126,0.16940000653266907,0.4165000021457672,0.009800000116229057,0.09470000118017197,0.056299999356269836,0.08209999650716782,0.13249999284744263
Sequence_62,randomly generated,Cytoplasm|Nucleus,,0.5357999801635742,0.6172999739646912,0.16349999606609344,0.1525000035762787,0.4672999978065491,0.04899999871850014,0.2734000086784363,0.03139999881386757,0.06629999727010727,0.029600000008940697
Sequence_63,randomly generated,Nucleus,,0.3862000107765198,0.5665000081062317,0.155799999833107,0.08179999887943268,0.2467000037431717,0.005900000222027302,0.16110000014305115,0.11180000007152557,0.19140000641345978,0.008500000461935997
Sequence_64,randomly generated,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.12919999659061432,0.2475000023841858,0.0568000003695488,0.29919999837875366,0.39259999990463257,0.010400000028312206,0.7163000106811523,0.23199999332427979,0.3359000086784363,0.04439999908208847
Sequence_65,randomly generated,Mitochondrion,,0.4498000144958496,0.4645000100135803,0.25529998540878296,0.13289999961853027,0.6575999855995178,0.037700001150369644,0.424699991941452,0.05009999871253967,0.13860000669956207,0.003100000089034438
Sequence_66,randomly generated,Cytoplasm|Nucleus,Nuclear export signal,0.6385999917984009,0.548799991607666,0.17659999430179596,0.061500001698732376,0.4239000082015991,0.051500000059604645,0.2768000066280365,0.25519999861717224,0.18410000205039978,0.03539999946951866
Sequence_67,randomly generated,Cytoplasm|Nucleus,Nuclear localization signal,0.6018999814987183,0.5669999718666077,0.16040000319480896,0.13030000030994415,0.3425000011920929,0.007000000216066837,0.08139999955892563,0.05209999904036522,0.05000000074505806,0.0560000017285347
Sequence_68,randomly generated,Mitochondrion,,0.31060001254081726,0.3287999927997589,0.43779999017715454,0.10869999974966049,0.7581999897956848,0.019700000062584877,0.10360000282526016,0.02879999950528145,0.025699999183416367,0.06260000169277191
Sequence_69,randomly generated,Cytoplasm,,0.6255000233650208,0.48410001397132874,0.3375000059604645,0.20819999277591705,0.31310001015663147,0.0013000000035390258,0.1264999955892563,0.06859999895095825,0.10679999738931656,0.049300000071525574
Sequence_70,randomly generated,Mitochondrion,,0.27399998903274536,0.2784999907016754,0.3912000060081482,0.1469999998807907,0.44850000739097595,0.006899999920278788,0.10790000110864639,0.13500000536441803,0.17649999260902405,0.012400000356137753
Sequence_71,randomly generated,Cytoplasm|Nucleus,,0.4810999929904938,0.560699999332428,0.35740000009536743,0.08579999953508377,0.25940001010894775,0.00570000009611249,0.06800000369548798,0.10419999808073044,0.164000004529953,0.014700000174343586
Sequence_72,randomly generated,Nucleus,,0.4717000126838684,0.6585999727249146,0.15620000660419464,0.08749999850988388,0.20090000331401825,0.0038999998942017555,0.18119999766349792,0.17509999871253967,0.2087000012397766,0.05820000171661377
Sequence_73,randomly generated,Cytoplasm|Nucleus,Nuclear localization signal,0.565500020980835,0.6396999955177307,0.15289999544620514,0.1378999948501587,0.5047000050544739,0.010400000028312206,0.17679999768733978,0.034699998795986176,0.05260000005364418,0.0012000000569969416
Sequence_74,randomly generated,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,0.5019999742507935,0.6492000222206116,0.31679999828338623,0.3772999942302704,0.3580000102519989,0.016100000590085983,0.051899999380111694,0.04569999873638153,0.055799998342990875,0.006899999920278788
Sequence_75,randomly generated,Cytoplasm,,0.5906000137329102,0.42640000581741333,0.3312000036239624,0.2409999966621399,0.6115999817848206,0.0026000000070780516,0.1137000024318695,0.06109999865293503,0.07569999992847443,0.008100000210106373
Sequence_76,randomly generated,Cell membrane,,0.2791999876499176,0.20669999718666077,0.20010000467300415,0.6823999881744385,0.2485000044107437,0.023000000044703484,0.13050000369548798,0.05050000175833702,0.02290000021457672,0.028200000524520874
Sequence_77,randomly generated,Cytoplasm|Nucleus,Nuclear export signal,0.7343000173568726,0.6150000095367432,0.22679999470710754,0.11919999867677689,0.5496000051498413,0.02590000070631504,0.10130000114440918,0.06880000233650208,0.06159999966621399,0.03660000115633011
Sequence_78,randomly generated,Mitochondrion,,0.3619000017642975,0.39480000734329224,0.4375999867916107,0.148499995470047,0.5081999897956848,0.02539999969303608,0.3652999997138977,0.1598999947309494,0.2939999997615814,0.05249999836087227
Sequence_79,randomly generated,Nucleus|Mitochondrion,,0.3571000099182129,0.5317999720573425,0.6032000184059143,0.06620000302791595,0.7171000242233276,0.0006000000284984708,0.11810000240802765,0.03180000185966492,0.08110000193119049,0.03669999912381172
Sequence_80,randomly generated,Cytoplasm,,0.5972999930381775,0.414900004863739,0.2433999925851822,0.09730000048875809,0.5325999855995178,0.03060000017285347,0.19580000638961792,0.07850000262260437,0.19689999520778656,0.021700000390410423
Sequence_81,randomly generated,Cytoplasm|Nucleus,Nuclear localization signal,0.5859000086784363,0.5916000008583069,0.3255000114440918,0.24140000343322754,0.482699990272522,0.017899999395012856,0.1500999927520752,0.02669999934732914,0.047600001096725464,0.002899999963119626
Sequence_82,randomly generated,Cytoplasm,,0.4878999888896942,0.47690001130104065,0.11060000211000443,0.1632000058889389,0.3817000091075897,0.029500000178813934,0.13030000030994415,0.043299999088048935,0.09399999678134918,0.13580000400543213
Sequence_83,randomly generated,Cell membrane,,0.37599998712539673,0.39340001344680786,0.18150000274181366,0.47870001196861267,0.3483000099658966,0.00839999970048666,0.08009999990463257,0.06840000301599503,0.1517000049352646,0.002099999925121665
Sequence_84,randomly generated,Cytoplasm,Nuclear export signal,0.511900007724762,0.46970000863075256,0.14219999313354492,0.08420000225305557,0.3547999858856201,0.020899999886751175,0.2206999957561493,0.13650000095367432,0.093299999833107,0.017000000923871994
Sequence_85,randomly generated,Cytoplasm,,0.5971999764442444,0.289900004863739,0.35359999537467957,0.06310000270605087,0.2897000014781952,0.013700000010430813,0.2587999999523163,0.1624000072479248,0.12870000302791595,0.2531999945640564
Sequence_86,randomly generated,Nucleus,,0.40849998593330383,0.5108000040054321,0.359499990940094,0.10400000214576721,0.38580000400543213,0.0007999999797903001,0.26019999384880066,0.13490000367164612,0.07280000299215317,0.0024999999441206455
Sequence_87,randomly generated,Cytoplasm,,0.4652000069618225,0.16380000114440918,0.34950000047683716,0.17659999430179596,0.17030000686645508,0.07660000026226044,0.40230000019073486,0.17630000412464142,0.10180000215768814,0.0348999984562397
Sequence_88,randomly generated,Nucleus,,0.3431999981403351,0.6312999725341797,0.27399998903274536,0.1404000073671341,0.164000004529953,0.0034000000450760126,0.25679999589920044,0.10050000250339508,0.0917000025510788,0.02199999988079071
Sequence_89,randomly generated,Cytoplasm,,0.40459999442100525,0.06909999996423721,0.03779999911785126,0.3248000144958496,0.27950000762939453,0.0272000003606081,0.2888000011444092,0.39419999718666077,0.28029999136924744,0.08760000020265579
Sequence_90,randomly generated,Nucleus,Nuclear localization signal,0.18649999797344208,0.6743000149726868,0.12919999659061432,0.3310000002384186,0.26409998536109924,0.0010999999940395355,0.1657000035047531,0.04560000076889992,0.02669999934732914,0.03229999914765358
Sequence_91,randomly generated,Nucleus,,0.4345000088214874,0.5723999738693237,0.20759999752044678,0.11840000003576279,0.4047999978065491,0.014499999582767487,0.09589999914169312,0.028599999845027924,0.05380000174045563,0.0284000001847744
Sequence_92,randomly generated,Extracellular,,0.26339998841285706,0.12880000472068787,0.9082000255584717,0.21660000085830688,0.4925000071525574,0.016300000250339508,0.09669999778270721,0.08179999887943268,0.11800000071525574,0.013100000098347664
Sequence_93,randomly generated,Mitochondrion,,0.3546999990940094,0.4011000096797943,0.4284999966621399,0.10570000112056732,0.4754999876022339,0.03200000151991844,0.09640000015497208,0.2736999988555908,0.188400000333786,0.0544000007212162
Sequence_94,randomly generated,Nucleus|Mitochondrion,,0.42800000309944153,0.5023000240325928,0.5473999977111816,0.09780000150203705,0.6960999965667725,0.0008999999845400453,0.13940000534057617,0.08060000091791153,0.1404000073671341,0.017799999564886093
Sequence_95,randomly generated,Nucleus,,0.4025000035762787,0.6685000061988831,0.164000004529953,0.07090000063180923,0.39239999651908875,0.03689999878406525,0.22139999270439148,0.08229999989271164,0.17569999396800995,0.0957999974489212
Sequence_96,randomly generated,Cytoplasm|Nucleus,Nuclear localization signal,0.5289999842643738,0.6560999751091003,0.3199000060558319,0.17100000381469727,0.5374000072479248,0.009700000286102295,0.1776999980211258,0.035999998450279236,0.03750000149011612,0.0006000000284984708
Sequence_97,randomly generated,Cytoplasm,,0.4593999981880188,0.4284999966621399,0.21539999544620514,0.09889999777078629,0.20649999380111694,0.011099999770522118,0.35519999265670776,0.07119999825954437,0.1907999962568283,0.01979999989271164
Sequence_98,randomly generated,Cytoplasm|Nucleus,Nuclear localization signal,0.5139999985694885,0.5641999840736389,0.40450000762939453,0.03920000046491623,0.3073999881744385,0.006200000178068876,0.07020000368356705,0.10239999741315842,0.07010000199079514,0.006800000090152025
Sequence_99,randomly generated,Cytoplasm,,0.5688999891281128,0.4165000021457672,0.059700001031160355,0.2913999855518341,0.41519999504089355,0.017100000753998756,0.2459000051021576,0.04540000110864639,0.08470000326633453,0.029999999329447746
Sequence_100,randomly generated,Cytoplasm|Nucleus|Mitochondrion,,0.7077999711036682,0.5157999992370605,0.5475999712944031,0.08990000188350677,0.6830999851226807,0.0015999999595806003,0.17820000648498535,0.04149999842047691,0.18299999833106995,0.02969999983906746
