Protein_ID,experiment,Localizations,Signals,Membrane types,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome/Vacuole,Golgi apparatus,Peroxisome,Peripheral,Transmembrane,Lipid anchor,Soluble
Sequence_28,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.8266000151634216,0.4232000112533569,0.0526000000536441,0.065200001001358,0.1229000017046928,0.0028999999631196,0.0788000002503395,0.0808999985456466,0.0636999979615211,0.0049999998882412,0.152099996805191,0.0742999985814094,0.1147999987006187,0.8406000137329102
Sequence_29,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.805400013923645,0.3986999988555908,0.0577000007033348,0.064699999988079,0.1171000003814697,0.0031999999191612,0.1081999987363815,0.1058999970555305,0.0848999992012977,0.0060999998822808,0.1655000001192093,0.0377999991178512,0.0991000011563301,0.8891000151634216
Sequence_30,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.8113999962806702,0.4162999987602234,0.0666999965906143,0.0846000015735626,0.1005999967455864,0.0048000002279877,0.0877000018954277,0.1024999991059303,0.0627999976277351,0.0035000001080334,0.1606999933719635,0.0461000017821788,0.0846000015735626,0.8812999725341797
Sequence_31,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.7724999785423279,0.4876999855041504,0.0498000010848045,0.0511000007390975,0.1574999988079071,0.0041000000201165,0.0894000008702278,0.1062000021338462,0.0710999965667724,0.0335999988019466,0.1615000069141388,0.0498999990522861,0.0926999971270561,0.8626000285148621
Sequence_32,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.833299994468689,0.3919000029563904,0.0593000017106533,0.0788000002503395,0.1274999976158142,0.0024000001139938,0.0798999965190887,0.0905999988317489,0.0644999966025352,0.0046999999321997,0.1467999964952469,0.0518999993801116,0.1446000039577484,0.8651000261306763
Sequence_33,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.8334000110626221,0.4235999882221222,0.062399998307228,0.0649999976158142,0.1273999959230423,0.0027000000700354,0.0903000012040138,0.0923999994993209,0.066600002348423,0.0049999998882412,0.149399995803833,0.0511999987065792,0.1843000054359436,0.8601999878883362
Sequence_34,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.8258000016212463,0.4607999920845032,0.0434999987483024,0.0781000033020973,0.0885000005364418,0.0035999999381601,0.1088000014424324,0.1055999994277954,0.0791999995708465,0.0104000000283122,0.1834000051021576,0.0570000000298023,0.1076999977231025,0.857699990272522
Sequence_35,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.8113999962806702,0.4453999996185303,0.0703999996185302,0.070200003683567,0.1222999989986419,0.003000000026077,0.1014999970793724,0.0861999988555908,0.0680999979376792,0.0035999999381601,0.1623000055551529,0.0419000014662742,0.0806000009179115,0.8791999816894531
Sequence_36,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.816100001335144,0.4049000144004822,0.0687000006437301,0.0603000000119209,0.1093000024557113,0.0041000000201165,0.0859000012278556,0.095100000500679,0.0688999965786933,0.0054999999701976,0.1460999995470047,0.049100000411272,0.1168999969959259,0.870199978351593
Sequence_37,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.8251000046730042,0.4120000004768371,0.0571000017225742,0.0632999986410141,0.1299999952316284,0.0028999999631196,0.1058999970555305,0.1020999997854232,0.0706999972462654,0.0043999999761581,0.1595000028610229,0.0416000001132488,0.1137000024318695,0.8737999796867371
Sequence_38,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.8367000222206116,0.4235999882221222,0.0696000009775161,0.0697999969124794,0.119499996304512,0.002600000007078,0.0869999974966049,0.0835999995470047,0.0621000006794929,0.0038999998942017,0.1535000056028366,0.0551999993622303,0.1041999980807304,0.8712999820709229
Sequence_39,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.8288000226020813,0.4535999894142151,0.062399998307228,0.0619000010192394,0.1137999966740608,0.0031000000890344,0.0819000005722045,0.0868000015616417,0.0614000000059604,0.0062000001780688,0.1524000018835067,0.0531000010669231,0.1233000010251998,0.8596000075340271
Sequence_40,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.8312000036239624,0.3797999918460846,0.0612999983131885,0.0781999975442886,0.1067999973893165,0.0035000001080334,0.070200003683567,0.0887999981641769,0.0621999986469745,0.0049999998882412,0.1453000009059906,0.049100000411272,0.0917000025510788,0.8776000142097473
Sequence_41,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.8510000109672546,0.4749000072479248,0.0405000001192092,0.0800999999046325,0.1105000004172325,0.0031999999191612,0.1096000000834465,0.0899000018835067,0.0625,0.0041000000201165,0.1784999966621399,0.032600000500679,0.0815000012516975,0.8899000287055969
Sequence_42,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.8130000233650208,0.4106000065803528,0.0671000033617019,0.0588999986648559,0.1316999942064285,0.0055999998003244,0.0790999978780746,0.0984999984502792,0.0803999975323677,0.0176999997347593,0.1518000066280365,0.0649000033736229,0.1098000034689903,0.8550999760627747
Sequence_43,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.8248999714851379,0.4406999945640564,0.0606000013649463,0.0631999969482421,0.1278000026941299,0.0049999998882412,0.0725999996066093,0.0795999988913536,0.0649000033736229,0.0119000002741813,0.1504999995231628,0.1020999997854232,0.1186000034213066,0.8267999887466431
Sequence_44,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.8277000188827515,0.398499995470047,0.0636999979615211,0.0776000022888183,0.126800000667572,0.0035999999381601,0.0719000026583671,0.0877000018954277,0.0584000013768672,0.0040000001899898,0.1588999927043914,0.0505999997258186,0.1559000015258789,0.8654999732971191
Sequence_45,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.8169999718666077,0.4374000132083893,0.0653999969363212,0.0789000019431114,0.1388999968767166,0.0027999999001622,0.0859000012278556,0.0971999987959861,0.0632999986410141,0.0044999998062849,0.1624999940395355,0.0588999986648559,0.1108999997377395,0.8636999726295471
Sequence_46,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.8300999999046326,0.4458999931812286,0.0537000000476837,0.0702999979257583,0.1274999976158142,0.0031999999191612,0.0781999975442886,0.0852999985218048,0.0641999989748001,0.0054999999701976,0.1544000059366226,0.0560000017285347,0.1006999984383583,0.8579000234603882
Sequence_47,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.8145999908447266,0.4377000033855438,0.0636000037193298,0.0710000023245811,0.1263000071048736,0.0028999999631196,0.0842000022530555,0.0828000009059906,0.0723000019788742,0.0041000000201165,0.1486999988555908,0.0549999997019767,0.1644999980926513,0.8478999733924866
Sequence_48,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.8217999935150146,0.4336999952793121,0.0631999969482421,0.068400003015995,0.1218999996781349,0.0031999999191612,0.0908999964594841,0.0826999992132186,0.0680000036954879,0.0057000000961124,0.1448000073432922,0.0445000007748603,0.1168000027537345,0.8677999973297119
Sequence_49,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.8299000263214111,0.3961000144481659,0.0635000020265579,0.060199998319149,0.1561000049114227,0.0043000001460313,0.088699996471405,0.1094999983906745,0.0759000033140182,0.0052999998442828,0.1554999947547912,0.0560000017285347,0.1468999981880188,0.8605999946594238
Sequence_50,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.809499979019165,0.4165000021457672,0.064699999988079,0.0701000019907951,0.1287000030279159,0.0035000001080334,0.1093000024557113,0.1059999987483024,0.0793000012636184,0.0035999999381601,0.168500006198883,0.0582000017166137,0.1400000005960464,0.8482000231742859
Sequence_51,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.8330000042915344,0.4393999874591827,0.0515000000596046,0.0683000013232231,0.1142999976873397,0.0031999999191612,0.0859000012278556,0.0833000019192695,0.063400000333786,0.0076000001281499,0.1550000011920929,0.050500001758337,0.0971999987959861,0.8762000203132629
Sequence_52,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.8126999735832214,0.4756999909877777,0.0513999983668327,0.0729999989271164,0.1178999990224838,0.0024999999441206,0.070200003683567,0.0883999988436698,0.0640000030398368,0.0065000001341104,0.151199996471405,0.0450999997556209,0.0957000032067298,0.8795999884605408
Sequence_53,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.8202999830245972,0.3957999944686889,0.0662999972701072,0.0592000000178813,0.1416999995708465,0.003000000026077,0.0939999967813491,0.1064999997615814,0.0712999999523162,0.006000000052154,0.1492000073194503,0.045899998396635,0.1005999967455864,0.8848000168800354
Sequence_54,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.8133000135421753,0.4395000040531158,0.0575000010430812,0.0681999996304512,0.1070000007748603,0.0031999999191612,0.1049999967217445,0.1354999989271164,0.0922000035643577,0.0131999999284744,0.1741999983787536,0.0649000033736229,0.1266999989748001,0.8504999876022339
Sequence_55,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.8252999782562256,0.4997000098228454,0.050000000745058,0.0843999981880188,0.1142999976873397,0.002600000007078,0.1023999974131584,0.0626000016927719,0.0709000006318092,0.003400000045076,0.163100004196167,0.045499999076128,0.0921000018715858,0.8695999979972839
Sequence_56,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.8205000162124634,0.4410000145435333,0.0619000010192394,0.0573000013828277,0.1465000063180923,0.003400000045076,0.1124000027775764,0.0974999964237213,0.0732000023126602,0.0109999999403953,0.1632999926805496,0.0441999994218349,0.0790999978780746,0.8873999714851379
Sequence_57,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.8263999819755554,0.4395999908447265,0.0500999987125396,0.0631000027060508,0.1107999980449676,0.0028999999631196,0.0970000028610229,0.0816000029444694,0.0630000010132789,0.0027999999001622,0.1546999961137771,0.0395999997854232,0.1032000035047531,0.8842999935150146
Sequence_58,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.8266000151634216,0.4081999957561493,0.0603000000119209,0.0837000012397766,0.1233000010251998,0.0032999999821186,0.0949999988079071,0.1017000004649162,0.0696000009775161,0.0040000001899898,0.1711000055074691,0.064300000667572,0.0917999967932701,0.854200005531311
Sequence_59,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.7942000031471252,0.4995000064373016,0.0410000011324882,0.050000000745058,0.0962999984622001,0.0031000000890344,0.0856000036001205,0.0917000025510788,0.1036999970674514,0.0156999994069337,0.1519999951124191,0.0496999993920326,0.0920000001788139,0.8709999918937683
Sequence_60,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.8234000205993652,0.4573000073432922,0.0604000017046928,0.068400003015995,0.1310999989509582,0.0054000001400709,0.0916000008583068,0.1151999980211258,0.0842000022530555,0.0164000000804662,0.1806000024080276,0.0724000036716461,0.1092000007629394,0.8284000158309937
Sequence_61,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.8299000263214111,0.4577000141143799,0.0623000003397464,0.0631999969482421,0.1193000003695488,0.002600000007078,0.0812000036239624,0.0722000002861023,0.0644000023603439,0.0066999997943639,0.145699992775917,0.0615000016987323,0.1709000021219253,0.83160001039505
Sequence_62,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.8172000050544739,0.4099999964237213,0.0522999987006187,0.0759999975562095,0.1397999972105026,0.0038999998942017,0.090999998152256,0.0834999978542327,0.0697999969124794,0.0057000000961124,0.1671999990940094,0.0579999983310699,0.1054999977350235,0.8636000156402588
Sequence_63,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.8291000127792358,0.4305000007152557,0.0410999990999698,0.0750999972224235,0.1348000019788742,0.0024999999441206,0.0992999970912933,0.0881000012159347,0.0799999982118606,0.0043999999761581,0.1489000022411346,0.0507000014185905,0.1186000034213066,0.8752999901771545
Sequence_64,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.7026000022888184,0.3510000109672546,0.060199998319149,0.1459999978542328,0.1448999941349029,0.0041000000201165,0.162100002169609,0.1112999990582466,0.1068999990820884,0.0167999994009733,0.1666000038385391,0.3458999991416931,0.1779000014066696,0.6308000087738037
Sequence_65,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.8284000158309937,0.4068000018596649,0.063799999654293,0.0720999985933303,0.1375000029802322,0.0054999999701976,0.0804999992251396,0.0983999967575073,0.0631999969482421,0.0076000001281499,0.1685999929904937,0.0586999990046024,0.1177999973297119,0.8503999710083008
Sequence_66,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.8246999979019165,0.4413999915122986,0.0553000010550022,0.0698999986052513,0.1255999952554702,0.0032999999821186,0.098300002515316,0.097800001502037,0.0692000016570091,0.0035999999381601,0.1722999960184097,0.0395999997854232,0.0737999975681305,0.8891000151634216
Sequence_67,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.8226000070571899,0.4269999861717224,0.0644000023603439,0.0742999985814094,0.1152999997138977,0.0035000001080334,0.0762000009417533,0.0838999971747398,0.0595000013709068,0.003000000026077,0.169400006532669,0.05180000141263,0.1150999963283538,0.8665000200271606
Sequence_68,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.8179000020027161,0.4187000095844269,0.0588000006973743,0.0649999976158142,0.1351000070571899,0.002199999988079,0.0925000011920929,0.0854000002145767,0.0645999982953071,0.0035999999381601,0.1444000005722046,0.0432999990880489,0.1384000033140182,0.8766999840736389
Sequence_69,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.8220000267028809,0.4072999954223633,0.0571000017225742,0.0744000002741813,0.1165999993681907,0.0037000000011175,0.0878000035881996,0.0896999984979629,0.0720999985933303,0.006000000052154,0.1620000004768371,0.0685999989509582,0.093199998140335,0.848800003528595
Sequence_70,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.8100000023841858,0.4417999982833862,0.0577999986708164,0.0635000020265579,0.1532000005245208,0.003400000045076,0.0746000036597251,0.0763000026345253,0.0617000013589859,0.0077999997884035,0.134100005030632,0.047699999064207,0.125,0.8792999982833862
Sequence_71,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.8345999717712402,0.4153000116348266,0.0531999990344047,0.0710999965667724,0.1108999997377395,0.003400000045076,0.0882999971508979,0.0939999967813491,0.066500000655651,0.0065000001341104,0.1615999937057495,0.0533000007271766,0.0976999998092651,0.8756999969482422
Sequence_72,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.8169000148773193,0.4250999987125397,0.0653999969363212,0.0803999975323677,0.123599998652935,0.0035999999381601,0.0916000008583068,0.0914999991655349,0.0843999981880188,0.0041999998502433,0.1836999952793121,0.0759999975562095,0.1019999980926513,0.8445000052452087
Sequence_73,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.8324000239372253,0.431300014257431,0.0630000010132789,0.0693999975919723,0.1118000000715255,0.0040000001899898,0.0819000005722045,0.0856000036001205,0.0630000010132789,0.0040000001899898,0.1430999934673309,0.052700001746416,0.1464000046253204,0.8575000166893005
Sequence_74,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.8281000256538391,0.4187999963760376,0.0672999992966651,0.0710000023245811,0.1234999969601631,0.002600000007078,0.0891000032424926,0.0910999998450279,0.063799999654293,0.0038000000640749,0.1722999960184097,0.0337999984622001,0.0952000021934509,0.8878999948501587
Sequence_75,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.8305000066757202,0.4408999979496002,0.0658000037074089,0.0746000036597251,0.1459999978542328,0.0028999999631196,0.1014999970793724,0.0769999995827674,0.0718000009655952,0.0038999998942017,0.1615999937057495,0.0581000000238418,0.1057000011205673,0.8439000248908997
Sequence_76,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.8215000033378601,0.4052000045776367,0.0692000016570091,0.0701000019907951,0.1351000070571899,0.003000000026077,0.0914999991655349,0.0750000029802322,0.0711999982595443,0.0057000000961124,0.1577000021934509,0.0560999996960163,0.1059999987483024,0.8529999852180481
Sequence_77,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.8342000246047974,0.4108000099658966,0.0649999976158142,0.0684999972581863,0.1318999975919723,0.0035000001080334,0.100100003182888,0.1080999970436096,0.0662000030279159,0.0062000001780688,0.1871999949216842,0.0428000018000602,0.1186999976634979,0.8725000023841858
Sequence_78,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.817799985408783,0.4480000138282776,0.069300003349781,0.0680000036954879,0.1479000002145767,0.003400000045076,0.095499999821186,0.089599996805191,0.0782999992370605,0.0063999998383224,0.1525000035762787,0.0533999986946582,0.1080000028014183,0.8640000224113464
Sequence_79,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.8184000253677368,0.4029000103473663,0.0632999986410141,0.0817999988794326,0.1234000027179718,0.0020999999251216,0.0952999964356422,0.0881000012159347,0.0732000023126602,0.0031999999191612,0.1639000028371811,0.0615000016987323,0.1121999993920326,0.8618000149726868
Sequence_80,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.8198000192642212,0.4377000033855438,0.0630000010132789,0.0573000013828277,0.1137000024318695,0.0035999999381601,0.091899998486042,0.0878999978303909,0.0690999999642372,0.0052000000141561,0.1492999941110611,0.0449000000953674,0.0970000028610229,0.8844000101089478
Sequence_81,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.8314999938011169,0.4571000039577484,0.0548000000417232,0.0747999995946884,0.1271000057458877,0.0031000000890344,0.0860999971628189,0.0776000022888183,0.0566000007092952,0.0040000001899898,0.165800005197525,0.050900001078844,0.1023000031709671,0.8664000034332275
Sequence_82,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.784500002861023,0.4722000062465668,0.0632999986410141,0.0718000009655952,0.1231999993324279,0.0043999999761581,0.0776999965310096,0.0586000010371208,0.0564999990165233,0.0098999999463558,0.1518000066280365,0.0535999983549118,0.1137999966740608,0.8603000044822693
Sequence_83,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.8194000124931335,0.3991000056266784,0.0474999994039535,0.0842000022530555,0.1307000070810318,0.003400000045076,0.1049999967217445,0.0891000032424926,0.0707999989390373,0.0043000001460313,0.1794999986886978,0.0531000010669231,0.0901999995112419,0.875
Sequence_84,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.821399986743927,0.4020000100135803,0.066500000655651,0.0654999986290931,0.1431999951601028,0.0041000000201165,0.1231999993324279,0.1366000026464462,0.0781999975442886,0.0063999998383224,0.1717000007629394,0.0384000018239021,0.1173999980092048,0.8755999803543091
Sequence_85,randomly generated,Cytoplasm,Nuclear localization signal,Soluble,0.8141999840736389,0.4146000146865845,0.0838999971747398,0.0636000037193298,0.1386999934911728,0.0035999999381601,0.0966000035405159,0.0967999994754791,0.066500000655651,0.0076000001281499,0.1524000018835067,0.0560999996960163,0.1026000007987022,0.8636999726295471
