seqid,AA_A,AA_C,AA_D,AA_E,AA_F,AA_G,AA_H,AA_I,AA_K,AA_L,AA_M,AA_N,AA_P,AA_Q,AA_R,AA_S,AA_T,AA_V,AA_W,AA_Y,CLV_C14_Caspase3-7,DEG_APCC_KENBOX_2,DEG_Kelch_Keap1_1,DEG_SCF_TRCP1_1,DOC_ANK_TNKS_1,DOC_CYCLIN_RxL_1,DOC_MAPK_JIP1_4,DOC_MAPK_MEF2A_6,DOC_MAPK_NFAT4_5,DOC_MAPK_gen_1,DOC_PP1_RVXF_1,DOC_PP2A_B56_1,DOC_PP4_FxxP_1,DOC_WW_Pin1_4,D_repeats,ED_ratio,ELASTIN_LIKE,E_repeats,FG_repeats,FG_rich,FGxF,FRG,G_repeats,KAP_repeats,KL_hydropathy,K_repeats,LIG_14-3-3_CanoR_1,LIG_CaM_IQ_9,LIG_CtBP_PxDLS_1,LIG_EF_ALG2_ABM_1,LIG_EH_1,LIG_HCF-1_HBM_1,LIG_HOMEOBOX,LIG_KEPE_2,LIG_KLC1_WD_1,LIG_LIR_Gen_1,LIG_PAM2_1,LIG_PCNA_PIPBox_1,LIG_PDZ_Class_1,LIG_PDZ_Wminus1_1,LIG_PTAP_UEV_1,LIG_PTB_Apo_2,LIG_PTB_Phospho_1,LIG_Rb_LxCxE_1,LIG_SH2_CRK,LIG_SH2_GRB2like,LIG_SH2_NCK_1,LIG_SH2_SRC,LIG_SH2_STAP1,LIG_SH2_STAT5,LIG_SH3_2,LIG_SUMO_SIM_anti_2,LIG_SUMO_SIM_par_1,MOD_CDK_SPK_2,MOD_CDK_SPxK_1,MOD_CDK_SPxxK_3,MOD_CK1_1,MOD_CK2_1,MOD_DYRK1A_RPxSP_1,MOD_GSK3_1,MOD_N-GLC_1,MOD_NMyristoyl,MOD_PIKK_1,MOD_PKA_1,MOD_PKA_2,MOD_PKB_1,MOD_Plk_1,MOD_ProDKin_1,MOD_SUMO_for_1,MOD_SUMO_rev_2,N_repeats,PG_rich,PR_repeats,PTS_repeats,PY,P_repeats,QN_repeats,Q_repeats,REP_RGG,RG_repeats,RK_ratio,R_plus_Y,R_repeats,SGFYSG,SG_repeats,SR_repeats,S_repeats,TRG_ER_FFAT_1,TRG_ER_diArg_1,TRG_LysEnd_APsAcLL_1,TRG_NES_CRM1_1,TRG_NLS_MonoExtN_4,acidic,aliphatic,aromatic,basic,chain_expanding,complexity,custom_kappa,custom_omega,disorder_promoting,fcr,isoelectric_point,net_charge,polar_fraction,scd,srpipi,lrpipi,Water,Carbon,ssH,ssE,disL,disS,srELEC,lrELEC,sr_hb,lr_hb,srCATPI,lrCATPI,larkSIM,larkFAR
PANO1_HUMAN,0.10232558139534884,0.03255813953488372,0.004651162790697674,0.027906976744186046,0.0,0.12093023255813953,0.027906976744186046,0.013953488372093023,0.013953488372093023,0.07441860465116279,0.018604651162790697,0.004651162790697674,0.15813953488372093,0.027906976744186046,0.1813953488372093,0.09767441860465116,0.05116279069767442,0.03255813953488372,0.009302325581395349,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,1.252762968495368,0.0,6.0,26.0,0.0,0.0,2.0,26.0,59.0,-0.8283720930232559,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,10.0,73.0,66.0,0.0,34.0,7.0,6.0,0.0,65.0,2.302585092994046,39.0,39.0,0.0,47.0,60.0,21.0,0.0,8.0,0.0,0.0,0.0,0.03255813953488372,0.24186046511627907,0.009302325581395349,0.19534883720930232,0.386046511627907,2.328136033105585,0.04361769729203537,0.48246120161974765,0.813953488372093,0.22790697674418606,12.205219268798828,35.0,0.3627906976744186,22.574010028902133,0.07098590045646641,0.10503411623119766,5.052675244165766,13.756726715207613,0.25341023729295903,0.16729078103257417,0.18262676786462062,0.3132494830786377,0.13215051794285965,-0.4295298962198408,0.15356499064741477,0.26753483065176237,-0.058618287703978235,-0.198279013721162,0.19334172681214676,0.14292213326786088
J3KRJ2_HUMAN,0.057971014492753624,0.0,0.043478260869565216,0.043478260869565216,0.07246376811594203,0.08695652173913043,0.028985507246376812,0.057971014492753624,0.10144927536231885,0.07246376811594203,0.028985507246376812,0.043478260869565216,0.057971014492753624,0.028985507246376812,0.057971014492753624,0.07246376811594203,0.057971014492753624,0.07246376811594203,0.0,0.014492753623188406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,11.0,4.0,0.0,2.0,6.0,15.0,-0.34927536231884054,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,8.0,13.0,0.0,4.0,5.0,2.0,0.0,10.0,-0.4700036292457356,5.0,4.0,0.0,11.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.08695652173913043,0.2898550724637681,0.08695652173913043,0.15942028985507245,0.30434782608695654,2.443350430122032,-0.4881100408548833,-0.3420144439238475,0.6376811594202898,0.2463768115942029,9.992298126220703,5.0,0.3188405797101449,0.27472279010558515,0.06634868408333915,0.09111883333058356,4.586925291254839,14.679703915371325,0.3016902856462804,0.24894490001516184,0.10101368684237681,0.2871254289949725,0.10565308375131749,-0.42911880476608627,0.17271675643393683,0.22533277085640982,-0.1325380837777687,-0.29344467001761,0.1801223394991213,0.18105359685794337
J3KTD6_HUMAN,0.06140350877192982,0.008771929824561403,0.03508771929824561,0.07894736842105263,0.03508771929824561,0.06140350877192982,0.039473684210526314,0.06140350877192982,0.07456140350877193,0.11403508771929824,0.021929824561403508,0.03070175438596491,0.06140350877192982,0.043859649122807015,0.07017543859649122,0.05701754385964912,0.043859649122807015,0.04824561403508772,0.008771929824561403,0.043859649122807015,1.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,0.0,2.0,8.0,0.7472144018302211,0.0,18.0,22.0,4.0,0.0,6.0,14.0,45.0,-0.47236842105263155,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,7.0,0.0,30.0,37.0,2.0,14.0,17.0,10.0,0.0,30.0,-0.05715841383994864,26.0,16.0,0.0,27.0,29.0,13.0,0.0,2.0,1.0,1.0,0.0,0.11403508771929824,0.30701754385964913,0.08771929824561403,0.14473684210526316,0.3201754385964912,2.705474231671779,-1.391512070442437,-0.7972993337566019,0.6271929824561403,0.25877192982456143,9.316715240478516,7.0,0.2850877192982456,0.22523073920709147,0.06764162881503855,0.08488756975764615,4.541871853565271,15.137478030284163,0.412936416150743,0.17831876980629227,0.08109516167214251,0.25609847007973324,-0.04733097222937016,-0.37727477384969443,0.1637198690614377,0.2147994270546014,-0.14994233635662804,-0.28876460488064154,0.14384390836430289,0.2732723859976529
J3QLN8_HUMAN,0.04782608695652174,0.021739130434782608,0.043478260869565216,0.08695652173913043,0.034782608695652174,0.06956521739130435,0.043478260869565216,0.06956521739130435,0.07391304347826087,0.11739130434782609,0.030434782608695653,0.034782608695652174,0.043478260869565216,0.030434782608695653,0.07391304347826087,0.0391304347826087,0.0391304347826087,0.04782608695652174,0.008695652173913044,0.043478260869565216,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,0.0,1.0,10.0,0.6466271649250525,0.0,20.0,24.0,4.0,0.0,6.0,16.0,38.0,-0.40956521739130436,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,8.0,0.0,27.0,28.0,0.0,10.0,15.0,7.0,0.0,33.0,0.0,27.0,17.0,0.0,25.0,26.0,9.0,0.0,3.0,1.0,1.0,0.0,0.13043478260869565,0.3130434782608696,0.08695652173913043,0.14782608695652175,0.3217391304347826,2.7147107433184456,-1.2314911444022736,-0.7883339009811714,0.591304347826087,0.2782608695652174,8.720012664794922,4.0,0.2782608695652174,-0.5627985436707604,0.06682811956979876,0.0833079261516893,4.392148745621543,15.333601967735502,0.437725712154942,0.18083257626235644,0.06703910112092597,0.2424552199802712,-0.0669207534397856,-0.3897671466784786,0.16478803602127887,0.21101682501609761,-0.1380907021162529,-0.28572189289296895,0.13718010614522239,0.2886032151658687
J3QR41_HUMAN,0.05232558139534884,0.011627906976744186,0.040697674418604654,0.09302325581395349,0.040697674418604654,0.06395348837209303,0.046511627906976744,0.0755813953488372,0.08139534883720931,0.11046511627906977,0.023255813953488372,0.03488372093023256,0.040697674418604654,0.040697674418604654,0.0755813953488372,0.040697674418604654,0.040697674418604654,0.040697674418604654,0.0,0.046511627906976744,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,0.0,1.0,7.0,0.7537718023763802,0.0,16.0,18.0,4.0,0.0,4.0,11.0,30.0,-0.5389534883720931,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,6.0,0.0,20.0,21.0,0.0,7.0,13.0,7.0,0.0,24.0,-0.06899287148695143,21.0,13.0,0.0,18.0,20.0,7.0,0.0,2.0,1.0,0.0,0.0,0.13372093023255813,0.3023255813953488,0.0872093023255814,0.1569767441860465,0.3313953488372093,2.6448546756686975,-1.3335982550821355,-0.9281230815795236,0.6162790697674418,0.29069767441860467,9.004718780517578,4.0,0.27906976744186046,-0.278732256539425,0.07050026141149965,0.08212160069636051,4.447346488922674,15.354218382558038,0.4551549124210034,0.1720560764179473,0.06491266446897759,0.24145741848632252,-0.10319495419827354,-0.37372424750535294,0.16902422474741496,0.2091962886272567,-0.15120164919814305,-0.27555614230211195,0.131185056324593,0.31442531786140215
NSA2_HUMAN,0.05384615384615385,0.011538461538461539,0.019230769230769232,0.07307692307692308,0.019230769230769232,0.06923076923076923,0.03076923076923077,0.046153846153846156,0.16923076923076924,0.07307692307692308,0.026923076923076925,0.038461538461538464,0.05,0.038461538461538464,0.07307692307692308,0.026923076923076925,0.057692307692307696,0.07692307692307693,0.011538461538461539,0.03461538461538462,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,2.0,0.0,2.0,2.0,5.0,1.2039728043259361,0.0,19.0,23.0,0.0,0.0,0.0,18.0,71.0,-0.8653846153846154,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,10.0,0.0,32.0,35.0,0.0,13.0,20.0,10.0,0.0,37.0,-0.8109302162163288,28.0,19.0,0.0,25.0,26.0,7.0,0.0,1.0,0.0,0.0,2.0,0.09230769230769231,0.27692307692307694,0.06538461538461539,0.2423076923076923,0.38461538461538464,2.645980334442987,1.195990497249483,0.2909697144311395,0.6615384615384615,0.3346153846153846,10.281330108642578,39.0,0.27307692307692305,20.31691041963608,0.06201900894255492,0.07310867511265623,4.6419847723432826,14.726657457849539,0.4093265943499708,0.2141536374031624,0.07577163838665152,0.2371075284189639,0.0017358483884489131,-0.43050040852255456,0.15267953940634932,0.20768849271820886,-0.14050205301204083,-0.2656601643179829,0.15290701902535253,0.28341137922476567
YPEL3_HUMAN,0.07563025210084033,0.05042016806722689,0.058823529411764705,0.058823529411764705,0.03361344537815126,0.06722689075630252,0.058823529411764705,0.05042016806722689,0.07563025210084033,0.07563025210084033,0.01680672268907563,0.05042016806722689,0.01680672268907563,0.04201680672268908,0.05042016806722689,0.06722689075630252,0.03361344537815126,0.05042016806722689,0.01680672268907563,0.05042016806722689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,12.0,0.0,0.0,0.0,8.0,20.0,-0.5428571428571428,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,8.0,14.0,0.0,2.0,11.0,5.0,0.0,14.0,-0.35667494393873245,12.0,6.0,0.0,16.0,14.0,8.0,0.0,1.0,1.0,0.0,0.0,0.11764705882352941,0.2689075630252101,0.10084033613445378,0.12605042016806722,0.2605042016806723,2.6482031570785436,-0.3544907285923496,-0.9280561803582235,0.6050420168067226,0.24369747899159663,7.795505523681641,1.0,0.3697478991596639,-0.6298295330051537,0.07808818703050761,0.10265226803495718,4.50896766632289,15.267700586017703,0.4145896511198709,0.2060011838746554,0.07134501366029541,0.24632291008759846,-0.006607458314049824,-0.3949685746660838,0.18370308106070035,0.2372904447657491,-0.19687433790480421,-0.3097946548878382,0.15104482779586775,0.26672908336696755
Q08E77_HUMAN,0.07702349869451697,0.0026109660574412533,0.033942558746736295,0.13315926892950392,0.0195822454308094,0.033942558746736295,0.022193211488250653,0.037859007832898174,0.10704960835509138,0.09660574412532637,0.016971279373368148,0.0391644908616188,0.06005221932114883,0.07180156657963446,0.057441253263707574,0.07441253263707572,0.0391644908616188,0.0587467362924282,0.009138381201044387,0.009138381201044387,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,1.0,3.0,0.0,6.0,26.0,1.3388921222253067,0.0,102.0,41.0,0.0,0.0,0.0,26.0,187.0,-0.9204960835509141,82.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,3.0,10.0,14.0,0.0,9.0,0.0,0.0,8.0,2.0,3.0,0.0,4.0,6.0,1.0,4.0,30.0,5.0,90.0,133.0,2.0,46.0,85.0,55.0,0.0,70.0,-0.6121781180262782,51.0,44.0,0.0,83.0,101.0,57.0,0.0,1.0,7.0,1.0,2.0,0.1671018276762402,0.28720626631853785,0.037859007832898174,0.16449086161879894,0.391644908616188,2.6904839535802996,1.1316141961961412,1.2530053943786525,0.7101827676240209,0.33159268929503916,6.887660980224609,-2.0,0.283289817232376,-5.043225805051115,0.059634470283105465,0.06376074191135363,4.6608791467607125,14.886348409939922,0.5122259940141162,0.1248731204683226,0.06972756592328214,0.22366299755557378,-0.10596123445058202,-0.33884500120928046,0.17703517126391652,0.1947116966131068,-0.0837733599922356,-0.18297691905894725,0.11882284801650563,0.3539999739239083
URB2_HUMAN,0.07480314960629922,0.02230971128608924,0.03674540682414698,0.0557742782152231,0.03937007874015748,0.047244094488188976,0.025590551181102362,0.047900262467191604,0.045931758530183726,0.16666666666666666,0.022965879265091863,0.024278215223097113,0.043963254593175856,0.06496062992125984,0.04461942257217848,0.08530183727034121,0.04199475065616798,0.07086614173228346,0.013779527559055118,0.024934383202099737,0.0,0.0,0.0,1.0,0.0,7.0,0.0,8.0,1.0,4.0,1.0,2.0,1.0,5.0,56.0,0.4112960284189576,0.0,85.0,132.0,0.0,0.0,10.0,72.0,251.0,0.16115485564304458,70.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,3.0,0.0,3.0,18.0,0.0,8.0,9.0,0.0,0.0,0.0,19.0,6.0,0.0,27.0,2.0,0.0,14.0,2.0,6.0,0.0,6.0,5.0,2.0,2.0,37.0,0.0,135.0,261.0,6.0,67.0,136.0,99.0,3.0,140.0,-0.028573372444056,106.0,68.0,0.0,202.0,198.0,130.0,0.0,3.0,10.0,4.0,0.0,0.09251968503937008,0.38320209973753283,0.07808398950131233,0.09055118110236221,0.22703412073490814,2.7881995031871107,-0.35391197650702155,0.1770880048158432,0.5669291338582677,0.1830708661417323,7.001789093017578,-3.0,0.31167979002624674,-1.7209581198502717,0.05295688146692747,0.07226520727912326,4.1941711106644135,15.23253678691195,0.504718063019796,0.15042885429391,0.05513845235218968,0.21606106775430992,-0.07664626685476811,-0.3035314290089522,0.17027510130128706,0.18673117658802565,-0.10959496056889013,-0.2462222562116143,0.11774978417668854,0.3427458148538268
PWP2_HUMAN,0.07072905331882481,0.018498367791077257,0.060935799782372145,0.06637649619151251,0.056583242655059846,0.07725788900979326,0.028291621327529923,0.035908596300326445,0.05223068552774755,0.1044613710554951,0.01958650707290533,0.031556039173014146,0.031556039173014146,0.030467899891186073,0.05331882480957562,0.08705114254624592,0.062023939064200215,0.06964091403699674,0.018498367791077257,0.025027203482045703,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,6.0,3.0,1.0,2.0,9.0,56.0,0.08408311721054144,0.0,61.0,123.0,0.0,0.0,16.0,71.0,142.0,-0.22023939064200218,48.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,7.0,0.0,1.0,2.0,1.0,1.0,3.0,8.0,9.0,0.0,16.0,6.0,0.0,3.0,1.0,7.0,0.0,9.0,9.0,1.0,3.0,29.0,5.0,78.0,166.0,2.0,29.0,57.0,28.0,0.0,120.0,0.02020270731751947,72.0,49.0,3.0,151.0,129.0,80.0,0.0,1.0,5.0,0.0,0.0,0.12731229597388466,0.3003264417845484,0.10010881392818281,0.10554951033732318,0.264417845484222,2.82137663050461,1.5206263445508068,0.05171423885070563,0.6202393906420022,0.23286180631120784,5.765178680419922,-20.0,0.33514689880304677,1.6445743659561527,0.07137621564149467,0.09625733781843152,4.500475216465488,14.979511879523622,0.36659968438601653,0.23506963430593583,0.0782901147528085,0.26152540615750997,0.068177906152467,-0.4197568054871038,0.20277774737101512,0.22310094353573215,-0.1447700939110663,-0.30437194261801864,0.16009428641276363,0.2350177626254828
KNOP1_HUMAN,0.06986899563318777,0.006550218340611353,0.056768558951965066,0.08951965065502183,0.026200873362445413,0.06331877729257641,0.021834061135371178,0.021834061135371178,0.17467248908296942,0.05895196506550218,0.019650655021834062,0.024017467248908297,0.06331877729257641,0.03711790393013101,0.05895196506550218,0.08296943231441048,0.04585152838427948,0.05458515283842795,0.010917030567685589,0.013100436681222707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,8.0,26.0,0.44183275227903923,0.0,41.0,41.0,0.0,0.0,6.0,29.0,141.0,-1.189956331877729,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,2.0,2.0,2.0,3.0,3.0,1.0,6.0,2.0,0.0,1.0,3.0,4.0,0.0,2.0,7.0,2.0,2.0,11.0,0.0,56.0,88.0,0.0,29.0,28.0,17.0,0.0,56.0,-1.0622446444972349,33.0,27.0,6.0,67.0,65.0,38.0,0.0,1.0,0.0,0.0,8.0,0.1462882096069869,0.22489082969432314,0.05021834061135371,0.2336244541484716,0.4432314410480349,2.6559318675753745,3.15666625481296,-1.6028196138758437,0.7641921397379913,0.3799126637554585,9.860973358154297,40.0,0.2816593886462882,17.569608311562817,0.06235207733108289,0.0726188311926448,4.874319880430997,14.360144931495936,0.38890595901710884,0.1664241775331804,0.09193398644810415,0.2754861403974852,0.000936681780661799,-0.42044447807406965,0.18131117684167652,0.2110822314019442,-0.1076731867961908,-0.23105725728811696,0.15425321525524477,0.23333030392108292
QSER1_HUMAN,0.05763688760806916,0.007492795389048991,0.04207492795389049,0.05936599423631124,0.02824207492795389,0.043227665706051875,0.025936599423631124,0.03631123919308357,0.06801152737752161,0.08414985590778098,0.0138328530259366,0.04668587896253602,0.0622478386167147,0.08876080691642652,0.02824207492795389,0.14697406340057637,0.07780979827089338,0.057060518731988474,0.0023054755043227667,0.02363112391930836,5.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,2.0,6.0,2.0,0.0,3.0,20.0,73.0,0.34032580593720296,0.0,103.0,124.0,4.0,0.0,6.0,75.0,326.0,-0.6755043227665706,118.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,7.0,0.0,3.0,1.0,5.0,7.0,0.0,2.0,5.0,1.0,0.0,3.0,49.0,24.0,1.0,55.0,14.0,0.0,26.0,2.0,8.0,0.0,16.0,20.0,5.0,4.0,81.0,10.0,157.0,498.0,2.0,108.0,235.0,154.0,0.0,124.0,-0.8671004876833833,90.0,49.0,21.0,330.0,304.0,255.0,0.0,2.0,4.0,0.0,2.0,0.10144092219020173,0.2489913544668588,0.054178674351585014,0.0962536023054755,0.25994236311239194,2.7501172866789396,2.6826287097191903,1.3728406723955153,0.7002881844380403,0.19769452449567723,6.622127532958984,-9.0,0.43688760806916427,-3.25016332377771,0.06533412547012335,0.07901474911670814,4.818085249148209,14.436575031375629,0.3464197950489151,0.20862095261320468,0.11040145291573598,0.28104668502069335,0.09859275948043143,-0.3569696709175408,0.22409742291091672,0.22702257539408668,-0.09249871513357995,-0.21775753502536296,0.1662536988873259,0.2064853826813929
Q6P5Z4_HUMAN,0.10114942528735632,0.004597701149425287,0.059770114942528735,0.054022988505747126,0.021839080459770115,0.07701149425287357,0.026436781609195402,0.016091954022988506,0.03908045977011494,0.09655172413793103,0.011494252873563218,0.01954022988505747,0.12183908045977011,0.067816091954023,0.04597701149425287,0.07126436781609195,0.05057471264367816,0.07586206896551724,0.006896551724137931,0.03218390804597701,3.0,0.0,0.0,0.0,1.0,5.0,0.0,2.0,0.0,2.0,1.0,0.0,2.0,14.0,52.0,-0.09909090264423089,0.0,47.0,86.0,0.0,0.0,6.0,67.0,228.0,-0.47965517241379296,34.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,10.0,4.0,2.0,5.0,2.0,0.0,2.0,0.0,2.0,1.0,10.0,6.0,0.0,8.0,3.0,0.0,9.0,1.0,3.0,0.0,4.0,14.0,0.0,2.0,17.0,30.0,146.0,212.0,0.0,106.0,76.0,59.0,3.0,107.0,0.1582240052148942,68.0,40.0,0.0,129.0,102.0,62.0,0.0,3.0,4.0,0.0,0.0,0.11379310344827587,0.30114942528735633,0.06091954022988506,0.08505747126436781,0.32068965517241377,2.710784419008043,0.9357248744119296,0.23137886384160997,0.7149425287356321,0.19885057471264367,5.407627105712891,-25.0,0.31724137931034485,3.1796949498063776,0.07095487078527044,0.08851343982516238,4.859907580062876,14.420699611285585,0.34419157849852955,0.1658295739567642,0.14009023089201644,0.2731896475559335,0.051793112606365675,-0.3609263174303592,0.17169533764997075,0.22652365082162712,-0.1023363936887499,-0.2506364526045706,0.17151905973077577,0.21063878357047106
CC137_HUMAN,0.08996539792387544,0.0034602076124567475,0.02422145328719723,0.08996539792387544,0.020761245674740483,0.05536332179930796,0.01384083044982699,0.02422145328719723,0.12110726643598616,0.0726643598615917,0.020761245674740483,0.01730103806228374,0.07612456747404844,0.10726643598615918,0.1245674740484429,0.05190311418685121,0.020761245674740483,0.05536332179930796,0.0034602076124567475,0.006920415224913495,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,7.0,1.2163953243244932,0.0,26.0,22.0,0.0,0.0,6.0,16.0,83.0,-1.2391003460207612,35.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,1.0,3.0,5.0,0.0,58.0,43.0,0.0,22.0,36.0,31.0,0.0,52.0,0.027398974188114347,38.0,36.0,0.0,31.0,51.0,15.0,0.0,6.0,0.0,0.0,1.0,0.11418685121107267,0.2629757785467128,0.031141868512110725,0.24567474048442905,0.4359861591695502,2.544419290356257,-0.9034859648201653,-0.6944977950694784,0.7750865051903114,0.35986159169550175,10.935604095458984,38.0,0.2698961937716263,22.004812250710415,0.06599141246628455,0.07163739509955705,4.803022730079835,14.717955722433151,0.5134583165745139,0.1113710821831977,0.07557182089725985,0.22573091924427774,-0.15389746610114277,-0.3606395591611005,0.15051355226020893,0.2095967491567084,-0.09132292556696257,-0.195115452825863,0.12028655137077476,0.3568001247118446
Q6ZMN5_HUMAN,0.08050847457627118,0.01694915254237288,0.057203389830508475,0.046610169491525424,0.04449152542372881,0.04025423728813559,0.029661016949152543,0.059322033898305086,0.048728813559322036,0.11440677966101695,0.03389830508474576,0.057203389830508475,0.05508474576271186,0.048728813559322036,0.05508474576271186,0.05508474576271186,0.05296610169491525,0.059322033898305086,0.01059322033898305,0.03389830508474576,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,27.0,-0.19671029424605427,0.0,22.0,40.0,0.0,0.0,2.0,19.0,87.0,-0.1788135593220339,23.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,7.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0,5.0,0.0,7.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,27.0,0.0,52.0,77.0,2.0,26.0,50.0,23.0,0.0,45.0,0.11778303565638346,42.0,26.0,0.0,45.0,52.0,26.0,0.0,2.0,6.0,0.0,0.0,0.1038135593220339,0.3474576271186441,0.08898305084745763,0.1038135593220339,0.2627118644067797,2.808873960276456,-0.7857401667807872,-0.21424495516358125,0.5699152542372882,0.2076271186440678,7.325000762939453,0.0,0.3008474576271186,-0.7419996750615173,0.06605884810791657,0.08636252565516281,4.475839439545675,15.31260297623119,0.42589351840810535,0.18212544209808215,0.08179432404019131,0.24066117764870512,-0.03388699200449884,-0.3577826016712311,0.19291007415662928,0.2232625645144749,-0.13724353871659603,-0.28800083862796033,0.13973198124715436,0.27405116261699436
