seqid,srpipi,lrpipi,Water,Carbon,ssH,ssE,disL,disS,srELEC,lrELEC,sr_hb,lr_hb,srCATPI,lrCATPI,larkSIM,larkFAR
RCCD1_HUMAN_2,0.17461167648634174,0.40010712372790574,5.213963963963964,21.559585492227978,0.48906560636182905,0.41238643518934964,0.043143762256750644,0.11768566116154434,0.18597612813275752,-0.280953514469344,0.17986829727187206,0.4026340545625588,-0.019638648860958365,-0.10903377847604084,0.16647081864473168,0.43206939974814607
RCCD1_HUMAN_3,0.17076502732240437,0.3827088212334114,6.85570987654321,21.052754982415006,0.7939435899971976,0.342067682906579,0.18992440069783972,0.5220064322393788,0.9446401610468043,-0.05633256791817016,0.8348464488217364,0.5862271924661565,0.01378017100486865,0.027626257876422457,0.25624766878030586,0.5342146521800135
RCCD1_HUMAN_4,0.06984895800140208,0.06003441463259193,5.794439274080968,14.814099581200558,0.555229716520039,0.06075644785322205,0.10853478046373952,0.21361618154908732,0.11263062830602504,-0.5471552057798994,0.5795266923500275,0.23307649972482114,0.0031996587030716723,0.019197952218430035,0.12332439678284182,0.14075067024128687
RCCD1_HUMAN_5,0.12714776632302405,0.44329896907216493,7.198121027908262,17.825581395348838,0.8205555881834733,0.2695100010583131,0.2069747660901616,0.4788993052395255,0.38134519177320736,-0.07788977614871057,0.4387255861286156,0.68,0.01270338066416588,0.00952753549812441,0.2654302064173309,0.513743472844382
RCCD1_HUMAN_6,0.14434404666590414,0.3016127187464257,7.063309200443904,19.08473533032417,0.8655944143133221,0.6308358642545887,0.1961491838863361,0.5755119989948486,0.5091457482000389,-0.08678004763342391,0.8143485211830536,0.6854715073229605,0.06749884419787332,0.028185515960739236,0.2644756039158472,0.7333774622811623
RCCD1_HUMAN_7,0.11245569001344578,0.23416455527403654,7.252871621621622,16.575428963623885,0.6096132020490169,0.38940092165898615,0.13992222942320157,0.5291744392867989,0.2882053503736597,-0.17071283789011124,0.5187039890429721,0.6838060639932932,-0.0060202633253389455,-0.0036708922715481375,0.21411149825783973,0.4411066546615372
RCCD1_HUMAN_8,0.1910747957259585,0.32157554379776604,6.994326490027491,20.04464401926331,0.5031977656954933,0.5431266846361186,0.19861880440256097,0.5097324470492935,0.5689960898426843,-0.08526745159509093,0.7597697882620434,0.6291721255224905,0.17802400738688828,0.031946321020450225,0.25893937357171665,0.32182874755193114
MEI4_HUMAN_0,0.15969636207390434,0.22790747636780292,6.716686065598233,20.29478366356652,0.7949936690367196,0.21230204268992425,0.20632452047693106,0.4753493788819876,0.5768421052631579,-0.07409702001115173,0.6821956814047299,0.5192897497982244,0.33610188261351054,0.037467700258397935,0.2210813209101857,0.7179174647396831
MEI4_HUMAN_1,0.028113087674714106,0.03303684879288437,6.096757852077001,14.87835534725181,0.4705039933902506,0.3399063618837786,0.07731984829329962,0.25926675094816687,0.27848101265822783,-0.20264672036823936,0.11379556826304503,0.2934953538241601,-0.05485340899320781,-0.09891668816094919,0.17002487562189056,0.28826109063175287
MEI4_HUMAN_2,0.19248719408081957,0.2371656232214001,6.181223832528181,19.46027811620384,0.753418128742069,0.40006200431253874,0.19554568238778766,0.5755237045203969,0.6615278442547223,-0.06397562833206398,0.6668056713928273,0.5931721194879089,0.05782697086062796,0.03003562619895862,0.23607843137254902,0.584987909954705
MEI4_HUMAN_3,0.15911282545805208,0.24770973963355833,6.894834404349975,18.98853439680957,0.5953557880216117,0.21681074405680767,0.0840941367417326,0.3233030993423032,0.17583124652198107,-0.1568663257852447,0.6005357705641349,0.5263859275053305,0.08678304239401496,-0.013192757783175094,0.15164209115281502,0.3927678399692249
MEI4_HUMAN_4,0.22448979591836735,0.2506467375682667,6.364197530864198,15.584715800924666,0.6245631552670994,0.37549167927382754,0.16146200203490646,0.5131877592549111,0.518205222508275,-0.17509920634920634,0.6551229508196721,0.4851855403202608,0.028859707693449067,-0.005712589954744417,0.2416297390448055,0.3142857142857143
SYNEM_HUMAN_0,0.15972934180848883,0.3863030551568587,6.236322908589644,20.54774774774775,0.7842631409222831,0.2868191992041781,0.12777958563835556,0.5910619373033952,0.1447754930759547,-0.05203593513008984,0.6138136511375948,0.6109779594905775,0.009607645013786371,0.010566696922470928,0.21141399982105044,0.572131980584906
SYNEM_HUMAN_1,0.10122501611863315,0.0481514279388975,5.480493630573249,14.956608280254777,0.7181684410975504,0.0814507054444733,0.06358010275572162,0.15489257356375524,0.28906595838866755,-0.482514386896857,0.2750161394448031,0.2309290590679727,0.020811824159104493,0.002934304189534315,0.09651853948485706,0.44921471124021467
SYNEM_HUMAN_2,0.17347130761994356,0.43800564440263406,6.620391491167577,20.898318190605064,0.8496871255491946,0.2643816177273223,0.1074676219344172,0.3699366216588592,0.03828351012536162,-0.06239339564713106,0.45041454081632654,0.542344217510082,0.020811824159104493,0.010183415580340588,0.17574072093272008,0.7
SYNEM_HUMAN_3,0.21944877795111806,0.4315536670977277,7.0999053709173285,20.727272727272727,0.9038699668369888,0.18920821114369502,0.08795074758135445,0.42082110061624756,-0.002833691616181356,-0.03798642513757704,0.576267243820543,0.5103668261562998,0.012756790245138762,0.011092781159337846,0.17877659097028992,0.7877566803020127
SYNEM_HUMAN_4,0.18521909744931328,0.27723366948569655,7.289870190078813,19.5100466778499,0.8840334619788796,0.30339943342776204,0.48074343744012266,0.4525352924229329,0.498971898560658,-0.0457792973947272,0.6244250029690036,0.6671249494541043,0.01612121212121212,0.02565262598122088,0.28649653889864657,0.7844327865051302
SYNEM_HUMAN_5,0.1662351575752165,0.17914605571465764,6.971993410214168,17.586852453410838,0.8953877287163776,0.2132740552556367,0.1018512628029773,0.45933670855296865,0.25960307298335467,-0.053739195791055995,0.6151451474822943,0.5391801831958857,0.024476519114936986,0.007701767679904598,0.158207656612529,0.8261312289187297
SYNEM_HUMAN_6,0.08493171132174043,0.06724382416598254,5.907663146493366,15.364202545356079,0.7941488555403972,0.08814612702743671,0.037723846791449,0.10376467413304548,-0.1894543748133612,-0.08839213344140609,0.22195169458511882,0.22604207245812233,0.009849126438944826,0.004077663812301998,0.07487709567628892,0.5951252538930264
SYNEM_HUMAN_7,0.13494167550371156,0.3187274909963986,6.530520995334371,17.46581586144029,0.7675574891236793,0.1826151837343779,0.10819112627986348,0.2392491467576792,0.1853504856917826,-0.34733525859805725,0.32892944701716154,0.5269280482550625,0.35842642059252067,0.001890705050012198,0.1677071509648127,0.5522905898180274
SYNEM_HUMAN_8,0.1676190476190476,0.20864661654135339,6.301551206042395,17.28400877121741,0.6948813268515871,0.45242152712879996,0.058804347826086956,0.22799611351224577,0.2843364284268981,-0.1568663257852447,0.26712833357890087,0.5885407725321888,-0.012212250339229177,-0.04013616778156021,0.15009727626459143,0.5047081902893575
SYNEM_HUMAN_9,0.15912117177097204,0.2661451398135819,6.814725198755617,20.086866902237926,0.7026939829004678,0.3319805194805195,0.07921684279511755,0.1826820676660932,0.1563199105145414,-0.14501063534634237,0.1396020714091033,0.5464159171436359,-0.015318845742785893,-0.0818489490559316,0.17985874330248416,0.5475315576033357
NKRF_HUMAN_0,0.27958579881656803,0.3821836099585062,7.309942710452995,19.99424017003188,0.7741453390622081,0.7927381277558825,0.4579516663418437,0.5915687629578438,0.7457755959958603,-0.04498269896193772,0.9277114386889566,0.7114085257804734,0.09480355318522624,0.023957848533110164,0.3208181563463155,0.6866173042643631
NKRF_HUMAN_1,0.10394195701094126,0.11853940923259611,6.504787234042553,16.16209874225643,0.5019050917907862,0.24925833629998814,0.20427568602425017,0.5922546182951257,0.46473837409181545,-0.053112033195020746,0.6967172954434101,0.38640684410646386,0.020558608917484195,0.02367241282286958,0.2342236257560349,0.2622298580341803
NKRF_HUMAN_2,0.16227180527383367,0.08326080649840441,6.20276836990134,16.424177701836822,0.5914920237722865,0.1498299421206516,0.26616915422885573,0.5211442786069652,0.6415751406375569,-0.07161078717201166,0.5246068220133484,0.39539257169722614,0.014259240193555029,-0.010038093277051375,0.2149985742800114,0.4127959658038845
NKRF_HUMAN_3,0.15013227513227514,0.35119047619047616,7.247183187745284,18.060606060606062,0.742557944708182,0.3807416772018542,0.17812682357517992,0.4917521470775584,0.3560897435897436,-0.0869172388868811,0.6127315175097277,0.6468707499224547,0.011399832355406538,0.04618608549874267,0.2248447204968944,0.49821857793082286
NKRF_HUMAN_4,0.10631905408024811,0.07260791724686692,6.401234567901234,16.681840466735306,0.5093514695166383,0.7470775770456961,0.2056818181818182,0.4357900248723655,0.576489480238579,-0.0695807314897413,0.5786379225869672,0.34611683848797253,0.005073315597351977,0.02988306626245128,0.19626146495704638,0.27551804497071236
NKRF_HUMAN_5,0.08822316888827814,0.09811735605331867,5.566328201768752,16.02850551140733,0.40626853865928414,0.36519735375009293,0.07147663551401869,0.2959252336448598,0.23900315846236808,-0.24048231946890666,0.3429796355841372,0.4531975705609146,-0.03433260760341651,-0.08223078211354883,0.14321987905101566,0.29214929214929214
NKRF_HUMAN_6,0.08347396335583414,0.060691899710703955,5.686995515695068,16.123766816143497,0.42662116040955633,0.3763574309649395,0.037723846791449,0.10376467413304548,0.08394607843137254,-0.8237336601307189,0.16238962472406182,0.31346578366445915,0.1553153153153153,0.024144144144144144,0.11284221324613708,0.3927678399692249
NKRF_HUMAN_7,0.18435701834948362,0.2956260170619853,7.413032191069575,20.587735119814482,0.8897138178705668,0.6744847192608386,0.3753249350129974,0.5648310967144841,0.5612771837951851,-0.048730075571089215,0.5657754010695187,0.70378231292517,0.006897261684167181,-0.0007125354095340714,0.29362645717181957,0.8047506680084672
NKRF_HUMAN_8,0.0873083880795963,0.11925164238788917,5.747991052936791,15.575896262395117,0.44980421561276346,0.5130860897650072,0.23404255319148937,0.371314674860892,0.6605461393596986,-0.20065235690235692,0.48870979452552094,0.473652872878833,-0.009263870903476442,-0.03867528637858682,0.2496785806119825,0.2554684949396017
ZN185_HUMAN_0,0.28928743469077706,0.46393980629152326,7.813651361011823,23.153944155430512,0.8914836227481601,0.8779514996809189,0.5906591082155851,0.656940441882805,0.9492989020930137,-0.04226790089844813,0.9796166033665191,0.8909668313338038,0.19571763872282008,0.0722885098044479,0.3433380217894009,0.7498673054153
NPHP1_HUMAN_0,0.2363391050146166,0.4442999566536628,6.960406210560301,21.316532258064516,0.9254434351775392,0.7023561277310584,0.17952603611058493,0.5319424273648512,0.7865590538596772,-0.03548441260424246,0.7595295786301046,0.6433554403199135,0.33845262242828167,0.034843990538054294,0.2621732127369595,0.8087343618082738
NPHP1_HUMAN_1,0.2243012243012243,0.49162011173184356,6.9568730824078475,21.991353220925205,0.7438151305995399,0.4741909601497727,0.19643997349557255,0.5771986387247,0.827004467434752,-0.06737460013850873,0.9225128330481545,0.6217043451308576,0.07832175423360833,0.02857918274393194,0.2444180263615551,0.6263760937757966
NPHP1_HUMAN_2,0.1500805152979066,0.30861070911722144,6.92474263400781,17.632577409507196,0.6584433634468381,0.3233163624322199,0.19024254767635623,0.5384292607874677,0.5058297020374514,-0.13221638087751192,0.6893794252394836,0.5921066015664734,0.024814530570478385,0.04553594269634178,0.22770424779987528,0.4473183888225671
NPHP1_HUMAN_3,0.1031778119188162,0.20215088542087814,6.550850283427809,17.413137712570858,0.47483253588516744,0.3311004784688995,0.03490136570561457,0.09070982970831226,-0.38799016435874206,-1.209525042060308,0.13447593935398813,0.5666446934739617,-0.12654387865655473,-0.5462621885157096,0.11482963501879472,0.4410088517036498
NPHP1_HUMAN_4,0.055848513902205174,0.035974842767295595,6.300919842312746,13.827660891089108,0.2548823948681397,0.12900926585887385,0.22717391304347825,0.5880434782608696,0.18401937046004843,-0.0946617008069522,0.22340425531914893,0.3191489361702128,-0.08890438420639762,-0.2067462738603678,0.2328374655647383,0.08776126920171241
NPHP1_HUMAN_5,0.07398932112890923,0.07805746249682176,5.595942028985507,18.026578073089702,0.2937352726090843,0.5670807453416149,0.13873626373626374,0.4807692307692308,0.45698596705308114,-0.17512629299975943,0.8515299026425591,0.34666203059805284,-0.0031458411979363283,0.02466339499182081,0.23667570009033423,0.24330844342331992
NPHP1_HUMAN_6,0.18031564558220456,0.4165527525786007,6.549630655586334,19.659449706811007,0.6293513893225101,0.22023996124141468,0.13243036855431856,0.48770145894457617,0.29962495426271496,-0.1287805242326936,0.45420570871472676,0.5932599517490953,0.05740057400574006,0.020577709611451944,0.1885740589198036,0.4796062547098719
NPHP1_HUMAN_7,0.21772639691714837,0.37572254335260113,6.692426584234931,21.25750452079566,0.7295130777334983,0.26422331131472404,0.06554919596620333,0.17157263559553013,-0.1621129326047359,-0.08839213344140609,0.16605166051660517,0.6309963099630996,-0.039237206749897106,-0.06626423377692413,0.1549601737871108,0.475656485968669
NPHP1_HUMAN_8,0.13140625,0.2290625,5.815099381994321,18.897261499910506,0.6040628593330778,0.5933023807171787,0.08282240465551284,0.2703418892237348,0.5074709463198672,-0.16125892277741727,0.540450627551792,0.34061696658097684,0.09090909090909091,-0.04329004329004329,0.1851453876461203,0.4239162059935991
NPHP1_HUMAN_9,0.19226299186451934,0.3077167859984089,6.330338040222507,17.321017083829958,0.8652447495301135,0.31794621026894865,0.23947259991759373,0.5707943670172119,0.5172230652503793,-0.072656,0.7352825165171087,0.4832881662149955,0.02734523357387011,0.022261169018848198,0.2822964455687519,0.6921518987341773
MSH4_HUMAN_0,0.2757169022169979,0.4210016395886123,7.52413975882327,20.5564263322884,0.6757429922323539,0.835887861429884,0.5227177990829512,0.6038026721479959,0.7470064152020207,-0.054388133498145856,0.7672868494622175,0.8868718175780386,0.028474422023486587,0.04860829914966286,0.30191802717205163,0.5865890570430733
MSH4_HUMAN_1,0.025095471903982543,0.08019639934533551,2.1105121293800537,13.884097035040432,0.3216374269005848,0.2719298245614035,0.03303509979353063,0.2050929112181693,-0.041935483870967745,-0.3032258064516129,0.06340674883814912,0.09339260456657911,-0.013986013986013986,-0.2062937062937063,0.13388324873096447,0.29378172588832485
MSH4_HUMAN_2,0.025473380317568142,0.024539356372590644,2.953881536475145,16.494593285990963,0.6202629543696829,0.21458201504605218,0.044562221751113,0.1501377994488022,-0.006756756756756757,-0.1568663257852447,0.054796192335855504,0.07151574322675128,-0.0515353718579943,-0.11965535112723504,0.10556469453740995,0.4776220999489478
MSH4_HUMAN_3,0.06984895800140208,0.16036866359447005,5.610814927646611,15.91251763757307,0.46579804560260585,0.2683224755700326,0.16784605834885163,0.4871530684525726,0.2775389318811503,-0.2343242267420869,0.5944194657498016,0.5227453054747422,0.009620670698185816,0.008658603628367234,0.19997469475548807,0.2850467289719626
MSH4_HUMAN_4,0.06984895800140208,0.06003441463259193,5.6067325136061275,15.91251763757307,0.63782804215048,0.14206128133704735,0.06385734969138154,0.25043816200563895,-0.023964308476736775,-0.6795877557298877,0.5334773218142549,0.30334773218142547,0.009620670698185816,0.008658603628367234,0.13281688559559895,0.3214519293655984
MSH4_HUMAN_5,0.19408866995073892,0.27060755336617404,6.194539249146757,18.897261499910506,0.454003059663437,0.5329626687847498,0.08068932195200515,0.2042569622086008,0.329815849368922,-0.1949379411048917,0.2315410342166195,0.43710621896078866,0.020368355902321916,0.0076522000075021565,0.18537376902417188,0.327683615819209
MSH4_HUMAN_6,0.12170166935918147,0.31610123855681205,6.269414048711613,17.211702127659574,0.7835650702567498,0.16314076484947113,0.09464113514258163,0.3338831800973499,0.17943465792707908,-0.07583845301641656,0.35873925501432663,0.3616045845272206,-0.011541895166432854,-0.0645963525060579,0.19015340706386016,0.5697737378377935
MSH4_HUMAN_7,0.054371002132196165,0.07155399473222125,5.88132530120482,16.340582554761717,0.4935064935064935,0.5580243931892284,0.05815846599131693,0.24927641099855283,0.4731369150779896,-0.39827524254401725,0.4363138130518624,0.3492337359179945,-0.013467322942302434,-0.05728739403882964,0.17626895187870797,0.38702092640489066
RRP8_HUMAN_0,0.28978209119208936,0.41127108912640226,7.766977850997621,21.605847639484978,0.9184183321847003,0.5704269065958271,0.5040590405904058,0.6566532935433507,0.7348913043478261,-0.0343021011415651,0.8312955516930124,0.7790263305152675,0.14488504860361057,0.05974568695807634,0.30433330151761,0.8459170704583366
RRP8_HUMAN_1,0.14433474377056887,0.3638928067700987,6.904327535002121,20.763157894736842,0.672,0.24054643891383726,0.25274725274725274,0.46153846153846156,0.6024096385542169,-0.09300553664854981,0.5480559767170318,0.6275698694266618,-0.011234814879243861,-0.026144185484844824,0.24994560881862354,0.5602214921576939
RRP8_HUMAN_2,0.03435510143639864,0.03361468976751074,6.804953560371517,13.089783281733746,0.46483771251931993,0.0812403400309119,0.13383545770567787,0.3146002317497103,-0.09060109289617486,-0.820327868852459,0.16620111731843576,0.26955307262569833,-0.12402588825782591,-0.302734117025492,0.1484339536995007,0.1141625056740808
U3IP2_HUMAN_0,0.1979837731475242,0.25320577646535336,7.339565943238731,20.943908851884313,0.9522541373406886,0.6461538461538462,0.28821315646158974,0.5190661114490245,0.7433071930773391,-0.03770427677329624,0.6880061637566475,0.7190087943323039,0.04298564024037588,0.020549823039728826,0.24071555575053613,0.8333416411616338
U3IP2_HUMAN_1,0.22326001807773427,0.24630912925579995,7.270990990990991,17.6964586846543,0.6295907366180815,0.6550701186623517,0.3696399908277918,0.5444291609353508,0.72264631043257,-0.0706930997387429,0.3447942408939508,0.6152739528957212,0.03923990498812351,-0.022422802850356294,0.2585015940488842,0.33605277964317476
U3IP2_HUMAN_2,0.15207060420909707,0.23372615039281705,6.530520995334371,16.6146967340591,0.7716077026421854,0.18991548074839268,0.0755129294646109,0.3648206315093404,0.021819737592698233,-0.11018893387314439,0.23250823435472603,0.5078932261768083,0.012947757827303077,0.008458901019579535,0.13375104125167506,0.5663613784538963
PGRP1_HUMAN_0,0.07207207207207207,0.09009009009009009,4.428571428571429,16.34817170111288,0.4404216315307058,0.25221953188054885,0.18220793140407288,0.5702036441586281,0.6427973199329984,-0.16289782244556114,0.5120385232744783,0.3162118780096308,-0.02385496183206107,-0.08284702956089161,0.23213194868662188,0.22003231017770597
PGRP1_HUMAN_1,0.18059701492537314,0.20005278437582474,6.972277889111557,16.537297402851006,0.7748434061283224,0.1534696228044918,0.2299154334038055,0.5764482431149098,0.6395206651993153,-0.08210609269566074,0.5791015625,0.7467105263157895,-0.012108917517149072,-0.06627488706709052,0.2243068451046936,0.6563491588337425
PGRP1_HUMAN_2,0.1789319678127286,0.2254572055596196,7.076253524580115,16.78262161894382,0.5719054956343091,0.2865260522007127,0.1405175899716943,0.4282248281439547,0.017828909745349345,-0.1446496451037777,0.5311830481613007,0.6287454651319031,-0.0021875394388119977,-0.01034874426822599,0.21736999460863599,0.4347158680471948
RPP40_HUMAN_0,0.029143835616438355,0.04202054794520548,3.1029232643118148,13.683922046285018,0.5256882722740083,0.20030349013657056,0.0659848559347035,0.24614023011112204,0.06164734844599446,-0.19899476869422505,0.05069984447900466,0.09237947122861587,-0.031433823529411764,-0.09393382352941176,0.12131956220132573,0.30237397872668415
RPP40_HUMAN_1,0.07567533844906107,0.06276124524299707,6.108487555839183,13.84,0.5266720201904325,0.1025582195709533,0.07731984829329962,0.25926675094816687,-0.21929190751445088,-0.44039017341040465,0.20213713268032057,0.25383405426661426,0.009849126438944826,0.004077663812301998,0.125,0.39805825242718446
RPP40_HUMAN_2,0.1480565371024735,0.2156510006746121,7.054416403785489,16.891653290529696,0.45213877664762436,0.14894802842413266,0.10082541009298923,0.3695809248554913,0.02928772258669166,-0.327319587628866,0.30207612456747407,0.616035703293321,-0.047989031078610606,-0.08165752589884218,0.15498087780003642,0.2515849182515849
RPP40_HUMAN_3,0.15201654601861428,0.24820512820512822,5.970443349753695,16.45320197044335,0.63782804215048,0.1897001303780965,0.18651685393258427,0.5775280898876405,0.17881902940473343,-0.15796615011069057,0.652813590171394,0.46839701994712807,0.1369158878504673,0.020021117608836906,0.2210796915167095,0.3927678399692249
RPP40_HUMAN_4,0.18888888888888888,0.2993557294063507,4.752382212811011,19.691768131286395,0.43080357142857145,0.3452847805788982,0.07908068701346843,0.22192017793154578,0.35421785421785423,-0.30814905814905813,0.09104972375690608,0.28994475138121545,-0.7758843666793458,-1.6491441612780524,0.17673361121636982,0.24860675722744688
RPP40_HUMAN_5,0.08842405514618493,0.09246493938673639,6.108487555839183,14.609477124183007,0.46483771251931993,0.0812403400309119,0.09099203715992037,0.36139681486396813,-0.04035567715458276,-0.1853625170998632,0.4764749813293503,0.3330843913368185,-0.06031396309556596,-0.07463508675296061,0.12568984547461368,0.2599577017976736
PIAS1_HUMAN_0,0.08373205741626795,0.08851674641148326,5.957210980796495,16.78761892000536,0.7584328063949528,0.10346979530703944,0.08795074758135445,0.3383705125129927,0.06812021213906895,-0.07767957715969154,0.4863005846612404,0.4248538346899003,0.009427974506122233,0.007669320075106445,0.13117193069460373,0.6141080513607365
PIAS1_HUMAN_1,0.1548195013025679,0.3306661704503163,7.251839738348324,18.049382716049383,0.7748814301349872,0.23189306807584706,0.17355566784571333,0.5068262077836972,0.2767028567962637,-0.09221016543493378,0.6002229831966234,0.6561141828468561,0.004517983923018248,0.027671779838770817,0.20100098863074642,0.6612825424826693
PIAS1_HUMAN_2,0.16686531585220502,0.22852336897753214,6.539638812366085,20.66947723440135,0.7162557781201849,0.285835333992374,0.06554919596620333,0.17157263559553013,-0.020169851380042462,-0.12262806813030244,0.2621448212648946,0.5689906814864714,0.020811824159104493,0.002934304189534315,0.1189192786317961,0.49871800638747693
PIAS1_HUMAN_3,0.2907598586309524,0.28018043154761907,6.574854325414612,18.623157894736842,0.5421792618629174,0.5181342069488089,0.341541755888651,0.5823706680060271,0.6703939446069155,-0.06227616394747314,0.7790697674418605,0.6278930614394103,0.04085108568200686,0.012216773757186338,0.29841808919474483,0.4339194077563725
PIAS1_HUMAN_4,0.09114651344998694,0.13201880386523895,6.366071428571429,15.812707894915484,0.520561869132491,0.21559963294981294,0.18154761904761904,0.5115546218487395,0.4620557156580211,-0.11429323852788202,0.6326295244854506,0.4829340682637269,-0.012339983854226733,0.00438242417252912,0.26107942079859586,0.3172934415217461
PIAS1_HUMAN_5,0.03306581059390048,0.03317281968967362,4.236263736263736,14.280219780219781,0.4475909053599278,0.16555856521382253,0.08819891142998515,0.2342899554675903,0.025381315538608198,-0.23319828408007626,0.47732585320243104,0.19448340345956056,-0.05618830675778284,-0.05087319665907365,0.12210251387528567,0.2554684949396017
PIAS1_HUMAN_6,0.12787895018746653,0.11355115158007499,5.341798215511325,16.58579272477694,0.6097968629467729,0.2881417208966016,0.09767388366543028,0.3666135599221101,0.29486408138708087,-0.18863302302792748,0.44549732892393795,0.40441363520732637,-0.011592802801594011,-0.026144185484844824,0.18793447085703174,0.39922380336351876
PIAS1_HUMAN_7,0.18853893263342084,0.22440944881889763,5.762779552715655,19.0317775571003,0.3891264185801003,0.5098934550989346,0.26811594202898553,0.5800865800865801,0.3356536266184046,-0.05855018587360595,0.524121609320954,0.5340433278718368,-0.028345598255655493,-0.08814384910353404,0.21790722761596548,0.35056446821152704
PIAS1_HUMAN_8,0.2317024661893397,0.30031821797931585,7.195273887973641,18.06966618287373,0.45439093484419263,0.4168187347931874,0.3585963996869293,0.5206837339993756,0.6992140266021766,-0.06261212773591676,0.43991595890532914,0.7362893081761006,0.04903078677309008,-0.035550878477306,0.28315637065637067,0.30471311475409835
PIAS1_HUMAN_9,0.14589978897776906,0.2179985370759806,6.870897393959219,17.517587939698494,0.8011000220555801,0.22209302325581395,0.19855014095851792,0.5540945284535028,0.34446878422782035,-0.05351071692535107,0.8613002042205582,0.6322197791805565,0.016273087261901322,0.017560870502046973,0.19466802779850015,0.6814920416092242
PIAS1_HUMAN_10,0.21330589849108367,0.4646078163432632,7.068187274909964,20.491091822750114,0.6502872725758775,0.4252013808975834,0.22106308991554893,0.5157852670840549,0.3390220879743251,-0.10471480382459611,0.7362240289069557,0.5675751252984577,0.00558909889556257,0.01081608715845489,0.25423465423465424,0.4679984752928131
PIAS1_HUMAN_11,0.22066971080669712,0.32189138391532296,7.31491737449432,19.905923344947734,0.6368423494478983,0.7882262088630153,0.3522979742975387,0.5857468807169726,0.776848348049304,-0.06356302020137514,0.7172686230248307,0.8043056683875364,0.261864406779661,0.03053709449643911,0.282553516146544,0.5441185866717781
PIAS1_HUMAN_12,0.028298215377772835,0.06395550921098367,4.1746570063203325,16.783652730133348,0.8473670538464393,0.3399063618837786,0.07877366684036825,0.25586242834809797,0.1818926893235712,-0.04959585933068633,0.4048935298935299,0.2451883701883702,-0.006088511739411697,-0.05767247787822834,0.13804192472606003,0.7271624114163674
