Protein_ID,experiment,Localizations,Signals,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome/Vacuole,Golgi apparatus,Peroxisome
design_31,LLPhyScore features,,,0.1755624,0.16712049,0.24566366,0.07794292,0.03414242,0.16101426,0.08355874,0.037037935,0.014251892,0.0037053414
design_32,LLPhyScore features,,,0.20878713,0.23013765,0.23153368,0.10673243,0.014256287,0.09998413,0.06825233,0.012604773,0.026729334,0.0009822666
design_33,LLPhyScore features,,,0.34218442,0.35624292,0.008373584,0.17134765,0.026213914,0.0013991282,0.030588532,0.0039074104,0.058113612,0.0016287338
design_34,LLPhyScore features,,,0.15033172,0.18138337,0.2577598,0.12601362,0.016591677,0.13753046,0.07574709,0.041209362,0.011584455,0.0018484587
design_35,LLPhyScore features,,,0.25311774,0.29136956,0.084082924,0.16170974,0.047678996,0.003981551,0.04659887,0.0130835725,0.082403824,0.01597325
design_36,LLPhyScore features,,,0.16572887,0.22406863,0.2587734,0.09530292,0.030185768,0.08463443,0.067308016,0.035967126,0.029664483,0.008366322
design_37,LLPhyScore features,,,0.34057304,0.35420382,0.008775049,0.1857951,0.02111829,0.0014262187,0.026769266,0.005621683,0.054219287,0.001498323
design_38,LLPhyScore features,,,0.17751275,0.24049982,0.24807686,0.10123215,0.020483542,0.021418422,0.10594932,0.014009851,0.069501765,0.0013155
design_39,LLPhyScore features,,,0.14213368,0.16182996,0.23242727,0.09758052,0.038625672,0.15360294,0.079284646,0.057168253,0.02763149,0.0097155655
design_4,LLPhyScore features,,,0.16645348,0.20213088,0.21296932,0.11453832,0.038115725,0.05492664,0.073795356,0.04812358,0.07691609,0.012030671
design_40,LLPhyScore features,,,0.115308434,0.1457768,0.24292505,0.108405635,0.03226737,0.1538722,0.10498068,0.062491234,0.026218863,0.0077537885
design_41,LLPhyScore features,,,0.14069505,0.0971845,0.24392244,0.16677743,0.014072461,0.11592151,0.13269344,0.0406497,0.04580955,0.002273895
design_42,LLPhyScore features,,,0.23487647,0.25065964,0.1400063,0.22398426,0.019777678,0.05241883,0.02928871,0.032581322,0.014355734,0.0020509963
design_43,LLPhyScore features,,,0.18130535,0.24126887,0.25109977,0.09336902,0.027658677,0.0502056,0.086769596,0.009616,0.054372206,0.0043349727
design_44,LLPhyScore features,,,0.18849863,0.23024113,0.16930372,0.19616336,0.015686804,0.01506084,0.11436841,0.011049248,0.05685976,0.002768051
design_45,LLPhyScore features,,,0.34541282,0.35979396,0.013324402,0.2070395,0.01906363,0.0046018143,0.011374511,0.016076542,0.019395897,0.00391691
design_46,LLPhyScore features,,,0.15031,0.21614781,0.25662342,0.09831395,0.016221186,0.09741529,0.11485007,0.01768364,0.02984004,0.0025945585
design_47,LLPhyScore features,,,0.32962844,0.34202346,0.011711901,0.21348232,0.013406661,0.01048169,0.0102957385,0.044576664,0.018680327,0.005712805
design_48,LLPhyScore features,,,0.12862365,0.18203574,0.24465653,0.14951162,0.01827937,0.029556176,0.15764035,0.018351765,0.0660202,0.0053246906
design_49,LLPhyScore features,,,0.16092344,0.18911578,0.23047748,0.117472045,0.02419189,0.07322865,0.099218085,0.021811185,0.08108348,0.0024780557
design_5,LLPhyScore features,,,0.28947875,0.32524863,0.017207345,0.19620264,0.016619591,0.004566951,0.06081272,0.009561005,0.07662504,0.0036773216
design_50,LLPhyScore features,,,0.3404993,0.35616606,0.008646363,0.17724814,0.01981165,0.0014898353,0.038609203,0.0049162814,0.051554054,0.00105903
design_51,LLPhyScore features,,,0.2586368,0.3043715,0.06500948,0.20148908,0.048219975,0.008133978,0.042239465,0.02165512,0.039715867,0.0105287125
design_52,LLPhyScore features,,,0.14697072,0.20064783,0.2516565,0.09077318,0.040043317,0.10634994,0.0675944,0.040740773,0.044941705,0.0102815125
design_53,LLPhyScore features,,,0.1798458,0.21945365,0.25512516,0.107071534,0.02271403,0.0810019,0.07058732,0.035997704,0.02118184,0.007021042
design_54,LLPhyScore features,,,0.19862205,0.22487408,0.26219392,0.0866151,0.017214965,0.09195351,0.077512965,0.012046491,0.028039968,0.00092692656
design_55,LLPhyScore features,,,0.094300956,0.10098875,0.21827291,0.15954015,0.036616504,0.09894839,0.12775901,0.06613588,0.054563582,0.042873856
design_56,LLPhyScore features,,,0.34609705,0.3583585,0.0076858196,0.15672146,0.020640938,0.0015657549,0.029000932,0.005645158,0.07180974,0.0024746703
design_57,LLPhyScore features,,,0.119713694,0.1510981,0.24660914,0.12149303,0.028299175,0.107737064,0.12522271,0.05372332,0.03666092,0.009442868
design_58,LLPhyScore features,,,0.35757834,0.36620924,0.009891531,0.15580505,0.023224516,0.005026351,0.021634098,0.015341421,0.041203614,0.0040858523
design_59,LLPhyScore features,,,0.17270152,0.22260705,0.21667933,0.13725837,0.043748207,0.029204784,0.0688565,0.022883661,0.07748584,0.00857479
design_6,LLPhyScore features,,,0.32323796,0.33844703,0.01784342,0.1956017,0.03888033,0.012156416,0.020889036,0.02406073,0.02478582,0.004097583
design_60,LLPhyScore features,,,0.09275871,0.14008573,0.2544742,0.15297313,0.039613638,0.064295,0.1620716,0.034499712,0.042338353,0.016889919
design_61,LLPhyScore features,,,0.1703442,0.19116722,0.24159062,0.09529217,0.028734496,0.13256915,0.06761905,0.043984592,0.022689588,0.006008882
design_62,LLPhyScore features,,,0.10857128,0.15276371,0.215276,0.14753076,0.06011186,0.041861743,0.1162664,0.030055437,0.059480473,0.068082295
design_63,LLPhyScore features,,,0.17048997,0.21891151,0.25436372,0.1439335,0.020368835,0.048702538,0.080963865,0.027728707,0.030432409,0.004104967
design_64,LLPhyScore features,,,0.18186682,0.257136,0.14413148,0.17736225,0.02075544,0.005303939,0.09164164,0.011094533,0.1064412,0.004266685
design_65,LLPhyScore features,,,0.1410994,0.21987207,0.23524885,0.14812592,0.023495823,0.024927245,0.12107639,0.009892823,0.071760595,0.004500877
design_66,LLPhyScore features,,,0.08940496,0.14158471,0.25510275,0.12981132,0.03079732,0.11346811,0.14384331,0.039633412,0.052007135,0.0043470785
design_67,LLPhyScore features,,,0.20274207,0.25299054,0.24821648,0.13387589,0.011615912,0.030578855,0.057930283,0.010356359,0.050656684,0.0010369171
design_68,LLPhyScore features,,,0.16839008,0.20533292,0.15009032,0.2442567,0.013385872,0.06471314,0.032030724,0.09877604,0.010857396,0.012166803
design_69,LLPhyScore features,,,0.117681235,0.15485993,0.23670356,0.12752183,0.035457842,0.1317498,0.0963705,0.051076975,0.039800253,0.008777986
design_7,LLPhyScore features,,,0.33816943,0.35892075,0.012644643,0.16857828,0.024368094,0.0030820903,0.026225897,0.0067230323,0.05663747,0.0046502356
design_70,LLPhyScore features,,,0.3006464,0.3202596,0.012515579,0.17642139,0.04193215,0.009000326,0.025814194,0.03566988,0.059889585,0.017850915
design_71,LLPhyScore features,,,0.34531188,0.35783067,0.018353363,0.16780712,0.031610955,0.004127324,0.018413402,0.014200466,0.037363287,0.0049814084
design_72,LLPhyScore features,,,0.32972297,0.3396591,0.004792912,0.2525032,0.010590861,0.0049661426,0.00926016,0.026812213,0.01804455,0.0036479298
design_73,LLPhyScore features,,,0.15018989,0.15565254,0.2284542,0.19577259,0.008781218,0.104564734,0.064510405,0.07743373,0.01223471,0.0024060006
design_74,LLPhyScore features,,,0.29938388,0.32037014,0.019474886,0.18369627,0.0425667,0.0154597685,0.03245533,0.03962232,0.037010595,0.009960058
design_75,LLPhyScore features,,,0.2884057,0.29982919,0.030021507,0.118228205,0.07739922,0.008237491,0.047882404,0.046198424,0.037171893,0.046625987
design_76,LLPhyScore features,,,0.2517059,0.28834802,0.15231682,0.15496437,0.05497651,0.01081328,0.03624938,0.019284774,0.025316168,0.006024831
design_77,LLPhyScore features,,,0.12767622,0.18870029,0.26014104,0.12716849,0.02542456,0.13126148,0.06259604,0.056251228,0.015080373,0.0057002422
design_78,LLPhyScore features,,,0.18336198,0.21254829,0.2411874,0.10463509,0.023690697,0.10709181,0.05619047,0.034181982,0.031815726,0.005296622
design_79,LLPhyScore features,,,0.11717766,0.13440971,0.24946252,0.13239959,0.0279818,0.108647354,0.1356096,0.05467403,0.034975395,0.0046623787
design_8,LLPhyScore features,,,0.3081279,0.32073146,0.008055806,0.22023743,0.015759485,0.003667892,0.035392072,0.010485033,0.069952555,0.007590361
design_80,LLPhyScore features,,,0.2904898,0.31343395,0.03079095,0.21138005,0.0421116,0.004864366,0.03118032,0.030643728,0.038979337,0.006125863
design_81,LLPhyScore features,,,0.18691036,0.20975202,0.18146418,0.1143079,0.025421355,0.10677887,0.104103796,0.013868058,0.055289503,0.002103886
design_82,LLPhyScore features,,,0.19099943,0.23119694,0.057254937,0.17508794,0.044748217,0.004562267,0.1013255,0.016062392,0.11244526,0.06631712
design_83,LLPhyScore features,,,0.24606445,0.2707033,0.1465743,0.15001129,0.037082043,0.012344515,0.05486479,0.030490112,0.042266857,0.009598305
design_84,LLPhyScore features,,,0.31879386,0.31789094,0.0061292504,0.22843525,0.026378827,0.005716892,0.031521518,0.018751603,0.039893664,0.0064882017
design_85,LLPhyScore features,,,0.3404819,0.35501975,0.011851811,0.16129562,0.032433312,0.0037201273,0.026036473,0.013589154,0.047799088,0.007772766
design_86,LLPhyScore features,,,0.19031194,0.21478295,0.17798786,0.21013439,0.01146415,0.030123407,0.09367359,0.0178569,0.051660784,0.002004033
design_87,LLPhyScore features,,,0.13339287,0.12710233,0.23593578,0.1920182,0.016881788,0.03887383,0.15872575,0.022337558,0.07036238,0.0043695266
design_88,LLPhyScore features,,,0.35316613,0.3658815,0.009226861,0.18230055,0.0093780495,0.0030056126,0.027468218,0.007350917,0.041244514,0.0009776363
design_89,LLPhyScore features,,,0.23474388,0.30602938,0.091723256,0.17549062,0.043950144,0.003443015,0.08126452,0.00927925,0.050922282,0.0031536755
design_9,LLPhyScore features,,,0.13466415,0.12890562,0.22471176,0.129569,0.029359818,0.116114534,0.12147364,0.07240482,0.037654284,0.005142325
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
